CREATION_DATE,REGNO,FLT_NUM,STNFR,STNTO,AHRS,ACYC,N1EGTA,N1GLA,N1WB,N1PT,N1P2A,N1LCOT,N1LCIT,N1IGV,N1SCV,N1LOT,N1HOT,V1STA,V1EGTP,V1NPA,V1LOT,V1LCIT
2023-04-15 12:02,HL7554,KE1526,CJU,PUS,23495,16154,531,43,824,53.5,14,176,21,17,61,110,88,49,626,45,74,30
2023-04-15 12:26,HL7540,KE2102,HND,GMP,47613,34588,542,46,825,53.7,13.9,172,15,17,64,116,98,45,615,45,38,10
2023-04-15 14:30,HL7585,KE0866,CAN,ICN,37313,27614,548,57,816,51.8,13.9,188,33,18,64,119,97,54,666,41,91,44
2023-04-15 15:53,HL7584,KE0870,DLC,ICN,46041,36484,546,47,825,52.1,13.7,179,20,17,62,110,91,50,639,45,62,30
2023-04-15 17:12,HL7701,KE0663,ICN,HKT,33327,28297,553,71,828,54.1,13.7,173,12,17,61,108,86,45,652,45,22,12
2023-04-15 20:16,HL7554,KE1324,CJU,GMP,23500,16158,528,47,824,53.7,14,174,19,17,61,109,87,46,616,46,63,21
2023-04-16 9:06,HL7702,KE0137,ICN,WUH,16779,10803,520,36,826,56.1,13.7,175,14,17,63,108,89,49,604,40,60,24
2023-04-16 10:58,HL7587,KE1174,CJU,GMP,39356,31109,567,43,826,53.5,13.6,179,17,17,62,106,86,47,630,46,62,24
2023-04-16 11:41,HL7553,KE1188,CJU,GMP,39855,31043,529,45,819,52.2,13.6,183,27,18,60,108,87,49,613,47,58,26
2023-04-16 12:04,HL7524,KE1526,CJU,PUS,47555,36457,521,42,821,51,13.3,179,23,17,62,105,84,49,597,48,66,26
2023-04-16 12:38,HL7540,KE2102,HND,GMP,47621,34594,578,73,823,51.3,13.7,178,23,17,64,128,108,46,629,45,34,11
2023-04-16 13:45,HL7710,KE0742,NGO,ICN,53256,40658,554,50,824,53.3,13.8,183,20,17,58,107,86,50,603,45,40,20
2023-04-16 13:58,HL7709,KE0704,NRT,ICN,49963,38488,557,72,817,52,13.6,188,29,18,65,122,97,49,569,40,34,19
2023-04-16 14:37,HL7586,KE0856,PEK,ICN,23934,15887,556,59,818,53.8,13.8,182,28,18,57,112,93,51,720,46,86,33
2023-04-16 17:43,HL7584,KE0458,DAD,ICN,46049,36492,563,45,820,50.9,13.8,185,28,18,63,115,97,47,735,42,14,17
2023-04-17 0:46,HL7585,KE0664,HKT,ICN,37324,27621,547,50,815,51.3,13.9,190,35,18,65,119,98,46,665,45,17,12
2023-04-17 11:04,HL7587,KE1174,CJU,GMP,39366,31116,550,42,825,52.9,13.8,179,18,17,62,106,85,48,630,46,67,28
2023-04-17 11:38,HL7524,KE1188,CJU,GMP,47567,36465,518,43,821,51.6,13.4,181,25,17,62,105,85,48,575,48,64,24
2023-04-17 12:10,HL7553,KE1526,CJU,PUS,39863,31048,528,40,817,52.3,13.9,186,31,18,60,108,88,51,628,48,71,30
2023-04-17 12:28,HL7540,KE2102,HND,GMP,47631,34599,556,56,824,53.1,13.9,176,21,17,64,123,104,46,628,45,37,14
2023-04-17 15:40,HL7584,KE2901,ICN,DAD,46055,36496,593,73,817,50.5,13.8,188,31,18,63,123,103,48,733,42,11,15
2023-04-17 16:38,HL7702,KE0671,ICN,KUL,16789,10809,535,47,824,56.3,13.9,180,18,17,63,110,89,46,607,36,13,8
2023-04-17 19:20,HL7554,KE2210,SHA,GMP,23509,16165,554,53,818,52.4,14.1,184,29,18,62,118,97,52,678,46,81,37
2023-04-17 20:39,HL7553,KE1324,CJU,GMP,39868,31052,526,43,817,52.3,13.9,185,31,18,60,109,88,49,612,47,65,27
2023-04-18 0:57,HL7586,KE0462,DAD,ICN,23940,15893,585,69,816,52.4,13.9,188,35,18,58,120,100,47,696,44,23,17
2023-04-18 2:10,HL7720,KE0690,PNH,ICN,49205,36654,553,48,817,51.2,13.5,189,30,18,66,120,102,54,683,47,79,42
2023-04-18 12:25,HL7540,KE2102,HND,GMP,47641,34604,563,67,824,53.4,14,174,20,17,64,121,102,45,621,44,35,12
2023-04-18 13:10,HL7710,KE0869,ICN,DLC,53267,40668,551,57,825,54.9,13.9,179,18,17,58,110,90,49,622,47,59,25
2023-04-18 14:02,HL7585,KE0866,CAN,ICN,37333,27631,558,70,816,51.8,13.9,186,33,18,65,118,96,53,664,49,81,38
2023-04-18 14:26,HL7701,KE0828,SZX,ICN,33343,28314,579,46,817,51.5,13.8,189,30,18,61,120,100,49,683,43,35,31
2023-04-18 16:46,HL7524,KE1254,CJU,GMP,47575,36471,551,39,816,50.5,13.4,188,33,18,62,112,93,51,603,48,63,32
2023-04-18 17:01,HL7587,KE1246,CJU,GMP,39378,31128,579,44,834,50.6,13.8,185,26,17,62,113,93,49,635,45,55,28
2023-04-18 17:10,HL7584,KE0663,ICN,HKT,46062,36502,551,64,824,52.8,13.8,175,18,17,62,108,88,48,609,46,60,25
2023-04-18 17:40,HL7702,KE0458,DAD,ICN,16795,10813,593,68,816,52.9,13.7,195,34,18,63,121,99,49,648,44,17,22
2023-04-18 18:40,HL7553,KE1372,CJU,GMP,39877,31056,536,40,815,51.2,13.7,189,36,18,60,113,93,51,626,47,60,32
2023-04-19 4:26,HL7709,KE2902,DAD,ICN,49985,38497,552,39,816,51.5,13.8,190,32,18,65,123,99,53,619,47,58,34
2023-04-19 10:42,HL7720,KE0855,ICN,PEK,49210,36659,523,54,824,53.8,13.6,178,17,17,66,110,91,44,616,38,12,2
2023-04-19 11:02,HL7587,KE1174,CJU,GMP,39386,31133,567,40,823,51.4,13.8,183,23,17,62,109,89,51,649,45,69,33
2023-04-19 11:40,HL7524,KE1188,CJU,GMP,47581,36476,528,42,817,50.4,13.3,184,28,18,62,108,88,48,586,47,63,25
2023-04-19 12:10,HL7554,KE1526,CJU,PUS,23524,16171,542,46,820,52.7,14,181,26,17,61,114,93,50,649,45,76,32
2023-04-19 12:34,HL7540,KE2102,HND,GMP,47653,34609,578,75,823,52.1,13.9,178,23,17,64,127,108,47,644,45,37,17
2023-04-19 13:02,HL7584,KE0138,WUH,ICN,46067,36505,563,41,818,50.9,13.8,184,27,18,63,115,97,47,657,45,35,19
2023-04-19 15:37,HL7702,KE0870,DLC,ICN,16803,10817,548,54,823,55.5,13.7,184,21,17,62,113,92,49,603,46,58,24
2023-04-19 17:12,HL7586,KE0663,ICN,HKT,23950,15900,560,67,818,53.6,13.9,183,28,18,58,114,94,48,682,45,34,19
2023-04-19 17:42,HL7710,KE0458,DAD,ICN,53276,40675,625,76,815,51.3,13.8,194,35,18,59,123,102,52,657,44,9,21
2023-04-20 11:09,HL7585,KE0846,TAO,ICN,37345,27639,519,54,824,53.8,13.9,175,20,17,64,107,85,46,588,48,53,20
2023-04-20 11:09,HL7587,KE1174,CJU,GMP,39399,31141,558,44,824,52.2,13.8,180,19,17,62,108,87,48,639,45,67,30
2023-04-20 11:38,HL7554,KE1188,CJU,GMP,23536,16179,542,46,822,52.9,14.1,181,26,17,61,113,93,49,633,45,69,30
2023-04-20 12:00,HL7710,KE0860,PEK,ICN,53282,40681,562,57,823,54,13.9,185,21,17,58,109,87,53,656,47,81,37
2023-04-20 12:02,HL7524,KE1526,CJU,PUS,47589,36481,545,46,817,52.2,13.9,183,29,18,61,110,90,51,603,48,77,32
2023-04-20 12:47,HL7553,KE2102,HND,GMP,39889,31068,549,63,814,51.4,13.8,189,36,18,60,113,92,47,597,48,34,17
2023-04-20 14:03,HL7702,KE0704,NRT,ICN,16810,10822,566,57,819,54,13.8,191,29,18,63,113,92,50,617,45,30,18
2023-04-20 17:53,HL7584,KE0458,DAD,ICN,46075,36510,610,85,816,49.7,13.7,191,34,18,63,128,108,49,792,35,18,17
2023-04-20 20:34,HL7701,KE0477,ICN,SGN,33359,28324,540,54,829,54.1,13.8,173,11,17,61,106,85,46,690,45,68,24
2023-04-20 20:39,HL7586,KE0461,ICN,DAD,23956,15905,541,70,824,55.2,13.9,174,19,17,57,108,89,45,657,45,27,7
2023-04-21 2:02,HL7720,KE0630,DPS,ICN,49217,36668,550,46,818,52.3,13.6,189,28,18,65,118,100,47,663,44,12,14
2023-04-21 9:08,HL7702,KE0865,ICN,CAN,16815,10827,545,54,824,56.5,13.9,183,19,17,63,113,91,46,603,36,14,7
2023-04-21 11:28,HL7586,KE0832,SHE,ICN,23961,15909,543,69,824,55.9,14,174,19,17,58,108,89,46,630,46,51,15
2023-04-21 11:45,HL7554,KE1188,CJU,GMP,23545,16186,541,47,820,53.1,14.1,180,24,17,61,111,90,47,611,45,63,23
2023-04-21 12:14,HL7524,KE1526,CJU,PUS,47598,36486,521,39,819,51.4,13.5,182,27,18,62,106,86,50,593,48,72,30
2023-04-21 12:31,HL7540,KE2102,HND,GMP,47665,34615,570,62,823,51.7,13.8,178,24,17,64,127,108,47,637,45,34,18
2023-04-21 13:11,HL7710,KE0869,ICN,DLC,53289,40688,564,59,824,54,13.9,183,20,17,58,108,87,52,638,47,69,32
2023-04-21 23:30,HL7720,KE0647,ICN,SIN,49222,36672,526,64,825,54.3,13.6,178,16,17,66,108,89,44,604,46,17,5
2023-04-22 2:00,HL7701,KE0630,DPS,ICN,33365,28329,587,50,816,51.8,13.8,188,30,18,61,119,99,49,693,44,25,21
2023-04-22 8:25,HL7586,KE0859,ICN,PEK,23966,15914,539,49,823,55.5,14,177,22,17,58,110,91,45,669,44,14,3
2023-04-22 9:17,HL7540,KE2129,PUS,NRT,47675,34620,555,59,826,54.8,14,173,17,17,64,119,100,48,603,45,68,25
2023-04-22 10:17,HL7584,KE0703,ICN,NRT,46086,36518,559,74,824,53.6,14,176,17,17,63,111,90,53,686,44,57,26
2023-04-22 11:11,HL7587,KE1174,CJU,GMP,39419,31155,561,42,824,52.7,13.8,180,19,17,62,106,86,48,627,46,67,27
2023-04-22 11:47,HL7554,KE1188,CJU,GMP,23556,16195,531,41,823,53.6,14,178,22,17,61,110,89,48,618,46,63,23
2023-04-22 12:02,HL7524,KE1526,CJU,PUS,47605,36491,520,40,821,51.3,13.4,180,25,18,62,105,84,49,588,47,68,28
2023-04-22 12:40,HL7553,KE2102,HND,GMP,39902,31079,532,64,818,52.4,13.8,184,29,18,60,109,87,48,585,48,38,18
2023-04-22 21:34,HL7720,KE0177,ICN,HKG,49229,36675,530,64,824,55,13.9,179,18,17,66,111,91,44,616,46,15,5
2023-04-23 8:51,HL7710,KE0137,ICN,WUH,53300,40701,538,41,824,56,14.1,178,16,17,58,108,88,50,640,48,81,30
2023-04-23 11:12,HL7586,KE0457,ICN,DAD,23972,15921,558,70,821,55.2,14.1,180,25,17,57,109,89,48,687,48,87,26
2023-04-23 11:50,HL7554,KE1188,CJU,GMP,23567,16202,529,40,824,54.1,14.1,177,21,17,61,109,88,49,621,45,66,23
2023-04-23 12:03,HL7524,KE1526,CJU,PUS,47613,36496,518,39,821,51.2,13.3,180,25,17,62,104,83,49,586,48,69,27
2023-04-23 12:31,HL7540,KE2102,HND,GMP,47689,34627,547,54,825,54.5,14.1,172,16,17,64,117,98,46,614,45,37,13
2023-04-23 13:55,HL7701,KE0198,UBN,ICN,33377,28336,528,54,830,47.7,11.8,169,10,17,62,103,83,46,629,42,28,10
2023-04-23 13:58,HL7702,KE0866,CAN,ICN,16827,10840,582,58,816,53.8,13.9,195,33,18,63,117,96,54,672,40,86,45
2023-04-23 14:03,HL7720,KE0704,NRT,ICN,49235,36679,534,72,824,54.5,13.8,180,19,17,65,112,92,45,584,47,39,16
2023-04-23 17:06,HL7584,KE0663,ICN,HKT,46095,36525,557,67,824,53.4,14,177,18,17,62,110,90,53,700,46,81,34
2023-04-24 0:57,HL7710,KE0462,DAD,ICN,53306,40705,596,64,817,52.3,13.8,190,31,18,59,116,95,50,655,43,7,18
2023-04-24 2:07,HL7709,KE0630,DPS,ICN,49998,38508,552,48,816,52.4,13.8,189,32,18,65,122,98,52,637,45,16,21
2023-04-24 11:07,HL7587,KE1174,CJU,GMP,39442,31172,554,43,826,53.5,13.9,177,15,17,62,104,83,48,635,45,67,27
2023-04-24 11:11,HL7702,KE0457,ICN,DAD,16832,10845,562,65,822,56.6,14,186,22,17,63,111,87,50,641,46,63,30
2023-04-24 11:52,HL7540,KE1188,CJU,GMP,47699,34633,535,41,830,54.5,14.1,170,12,17,64,114,96,47,595,46,61,21
2023-04-24 12:12,HL7554,KE1526,CJU,PUS,23574,16207,528,44,824,54.7,14.2,175,17,17,61,107,86,48,632,44,70,26
2023-04-24 12:23,HL7524,KE2102,HND,GMP,47626,36504,540,76,821,54,13.9,179,23,17,61,106,86,47,555,49,37,13
2023-04-24 13:59,HL7701,KE0198,UBN,ICN,33383,28341,530,56,829,47.7,11.7,166,6,17,62,105,84,45,626,42,29,7
2023-04-24 15:27,HL7720,KE0870,DLC,ICN,49243,36684,520,47,824,54.6,13.8,179,16,17,65,109,90,48,590,47,65,25
2023-04-24 17:02,HL7710,KE0663,ICN,HKT,53311,40710,560,65,825,55.4,14,179,17,17,58,110,89,52,646,47,79,35
2023-04-24 20:37,HL7554,KE1324,CJU,GMP,23579,16211,528,43,824,54.1,14.1,176,20,17,61,109,87,48,626,45,66,23
2023-04-25 11:08,HL7587,KE1174,CJU,GMP,39453,31181,556,45,829,52.9,13.8,175,13,17,61,103,82,47,628,46,65,24
2023-04-25 11:50,HL7554,KE1188,CJU,GMP,23586,16214,527,47,825,54.2,14.1,174,18,17,61,108,86,47,619,46,63,23
2023-04-25 12:03,HL7540,KE1526,CJU,PUS,47706,34638,535,45,826,53.9,13.9,171,13,17,64,115,96,48,618,45,67,27
2023-04-25 12:25,HL7524,KE2102,HND,GMP,47638,36509,542,73,819,53.5,13.9,182,26,18,62,109,87,47,563,48,34,14
2023-04-25 14:00,HL7585,KE0704,NRT,ICN,37356,27652,533,68,823,53.8,14,178,23,17,65,109,86,45,587,47,40,14
2023-04-25 14:11,HL7701,KE0828,SZX,ICN,33392,28346,577,53,819,52.3,13.8,185,26,17,61,117,97,47,669,44,37,24
2023-04-25 14:45,HL7710,KE0866,CAN,ICN,53316,40715,565,61,824,54.3,13.9,181,20,17,58,109,87,52,650,47,81,36
2023-04-25 15:36,HL7702,KE0870,DLC,ICN,16840,10852,542,53,825,56.8,13.8,180,17,17,63,112,91,46,591,46,54,18
2023-04-25 20:17,HL7540,KE1324,CJU,GMP,47711,34642,537,45,829,54,13.9,170,14,17,64,115,96,47,599,46,63,21
2023-04-26 0:42,HL7720,KE0664,HKT,ICN,49253,36689,555,58,816,51.8,13.5,189,29,18,66,119,100,47,647,45,15,13
2023-04-26 1:00,HL7585,KE0462,DAD,ICN,37361,27654,561,76,816,51.9,14,187,32,18,65,120,98,47,671,45,21,14
2023-04-26 2:07,HL7584,KE0630,DPS,ICN,46102,36532,574,52,818,50.9,13.8,185,29,18,63,118,100,48,742,42,6,15
2023-04-26 10:17,HL7701,KE0703,ICN,NRT,33398,28351,545,75,830,54.5,13.8,171,10,17,61,106,84,47,715,45,69,23
2023-04-26 11:08,HL7587,KE1174,CJU,GMP,39464,31188,561,43,825,52.8,13.8,178,17,17,61,106,85,48,627,46,63,25
2023-04-26 11:40,HL7540,KE1188,CJU,GMP,47718,34645,542,42,824,53.5,13.9,174,17,17,64,118,99,48,612,46,63,24
2023-04-26 12:06,HL7554,KE1526,CJU,PUS,23594,16219,535,44,823,53.5,14.1,177,21,17,61,107,87,49,642,45,71,30
2023-04-26 12:29,HL7524,KE2102,HND,GMP,47650,36515,551,68,817,51.9,13.6,186,28,18,63,111,90,46,577,48,37,18
2023-04-26 12:59,HL7710,KE0138,WUH,ICN,53323,40722,563,44,820,54,13.9,186,25,17,58,108,88,48,617,45,17,14
2023-04-26 13:57,HL7709,KE0198,UBN,ICN,50015,38518,519,70,829,46.3,11.5,170,11,17,65,109,84,50,583,37,14,1
2023-04-26 14:31,HL7586,KE0856,PEK,ICN,23993,15936,546,54,821,54.5,13.8,181,27,17,58,110,91,45,659,45,30,14
2023-04-26 16:10,HL7720,KE0870,DLC,ICN,49259,36693,515,52,826,54.4,13.5,175,13,17,65,111,93,47,567,48,61,22
2023-04-26 17:10,HL7702,KE0663,ICN,HKT,16848,10857,553,79,827,57.1,13.9,178,14,17,63,115,92,45,589,36,22,7
2023-04-26 19:14,HL7585,KE0689,ICN,PNH,37366,27659,503,45,825,54.9,14,170,16,17,64,108,88,43,579,48,29,3
2023-04-26 20:26,HL7587,KE1312,CJU,GMP,39469,31192,549,41,830,53.4,13.8,174,13,17,62,103,82,48,630,46,67,25
2023-04-27 10:16,HL7709,KE0703,ICN,NRT,50022,38522,517,64,825,55.8,14,175,16,17,64,112,85,49,613,47,56,22
2023-04-27 11:20,HL7587,KE1174,CJU,GMP,39478,31195,556,45,825,53.2,13.9,177,15,17,62,103,83,48,621,46,66,25
2023-04-27 11:42,HL7554,KE1188,CJU,GMP,23603,16227,524,40,824,54.3,14.2,174,18,17,61,107,86,46,617,45,68,26
2023-04-27 12:03,HL7720,KE0860,PEK,ICN,49267,36699,535,68,824,53,13.4,178,17,17,66,112,92,48,624,41,76,32
2023-04-27 12:04,HL7586,KE0660,BKK,ICN,23999,15942,588,68,811,52.2,13.9,191,39,19,58,121,103,50,711,30,51,34
2023-04-27 12:04,HL7540,KE1526,CJU,PUS,47726,34650,539,47,827,54.1,14.1,171,14,17,64,116,97,49,607,45,75,28
2023-04-27 12:30,HL7524,KE2102,HND,GMP,47661,36520,534,54,816,52.8,13.9,185,29,18,62,108,88,48,582,48,34,18
2023-04-27 13:07,HL7710,KE0869,ICN,DLC,53329,40726,560,71,825,55.4,14,178,16,17,58,111,91,49,622,46,61,27
2023-04-27 14:04,HL7553,KE2202,PEK,GMP,39920,31096,528,48,816,51.8,13.8,185,31,18,60,109,88,51,642,41,84,36
2023-04-27 17:14,HL7701,KE0663,ICN,HKT,33409,28358,560,74,826,54.7,13.9,175,15,17,61,108,87,45,657,45,27,14
2023-04-27 17:37,HL7585,KE0458,DAD,ICN,37371,27663,567,82,816,51.5,13.9,189,34,18,65,122,100,46,654,45,24,13
2023-04-27 20:23,HL7702,KE0477,ICN,SGN,16853,10865,553,71,825,57.6,13.9,178,15,17,62,113,91,47,623,40,69,29
2023-04-28 9:44,HL7584,KE0723,ICN,KIX,46121,36543,557,75,825,53.7,13.9,173,15,17,62,110,89,53,691,45,77,29
2023-04-28 10:39,HL7720,KE0855,ICN,PEK,49272,36703,525,63,825,54.3,13.7,178,16,17,66,109,90,49,625,40,77,30
2023-04-28 11:12,HL7709,KE0457,ICN,DAD,50029,38526,534,73,824,54.9,13.9,180,21,17,65,116,90,48,572,37,14,6
2023-04-28 11:13,HL7587,KE1174,CJU,GMP,39492,31204,572,43,823,51.8,13.8,183,22,17,62,110,90,50,643,45,66,29
2023-04-28 11:37,HL7540,KE1188,CJU,GMP,47737,34658,551,41,824,53.1,14,175,21,17,64,120,102,50,603,45,68,30
2023-04-28 12:06,HL7554,KE1526,CJU,PUS,23610,16232,547,49,820,53.2,14.1,182,26,17,61,114,93,51,667,44,74,33
2023-04-28 12:37,HL7553,KE2102,HND,GMP,39932,31102,544,66,816,52.1,13.9,188,31,18,60,115,93,47,599,48,33,20
2023-04-28 12:49,HL7524,KE2202,PEK,GMP,47670,36526,558,69,818,52.5,13.9,183,28,18,61,112,91,52,634,40,79,38
2023-04-28 13:37,HL7586,KE0869,ICN,DLC,24005,15947,541,51,821,54.6,13.9,179,24,17,57,108,88,45,649,46,35,12
2023-04-28 14:04,HL7585,KE0866,CAN,ICN,37378,27669,545,57,815,52.3,13.9,187,33,18,65,118,96,54,689,47,78,39
2023-04-28 14:04,HL7701,KE0198,UBN,ICN,33414,28361,520,44,831,47.4,11.7,167,7,17,62,104,85,45,619,42,27,8
2023-04-28 15:30,HL7710,KE0138,WUH,ICN,53335,40730,569,41,819,53.1,13.9,187,27,17,58,109,90,49,622,44,21,18
2023-04-28 18:24,HL7702,KE0667,ICN,CNX,16859,10869,548,46,824,56.1,13.8,184,21,17,62,109,87,52,651,39,74,36
2023-04-29 8:46,HL7584,KE0859,ICN,PEK,46126,36549,543,58,825,52.9,13.8,172,13,17,62,112,93,45,684,43,1,2
2023-04-29 8:59,HL7586,KE0865,ICN,CAN,24011,15952,540,57,823,54.7,13.8,175,21,17,58,110,92,45,672,45,14,4
2023-04-29 10:22,HL7585,KE0703,ICN,NRT,37383,27673,517,57,824,54.2,13.8,173,18,17,64,109,88,45,629,47,53,20
2023-04-29 11:11,HL7720,KE0457,ICN,DAD,49278,36708,521,65,828,54.3,13.6,174,13,17,65,110,91,45,611,37,14,4
2023-04-29 11:42,HL7554,KE1188,CJU,GMP,23622,16240,546,41,818,52.4,14,182,27,17,61,114,93,49,637,45,62,29
2023-04-29 12:08,HL7540,KE1526,CJU,PUS,47744,34663,562,43,824,53.1,13.8,177,21,17,64,120,103,51,624,46,74,34
2023-04-29 12:33,HL7524,KE2102,HND,GMP,47680,36531,552,68,817,52.5,13.9,185,30,18,62,114,92,48,587,47,34,18
2023-04-29 13:22,HL7553,KE2202,PEK,GMP,39942,31110,546,67,816,51.3,13.7,188,33,18,60,116,94,52,623,41,81,38
2023-04-29 13:50,HL7702,KE0742,NGO,ICN,16864,10873,563,59,820,56,13.8,190,25,17,64,111,89,49,601,45,39,19
2023-04-29 14:01,HL7701,KE0198,UBN,ICN,33425,28366,559,66,825,46.4,11.6,175,15,17,62,110,90,46,630,42,29,11
2023-04-29 15:25,HL7587,KE1246,CJU,GMP,39504,31214,561,41,825,52.2,13.7,179,17,17,62,106,86,49,636,45,69,28
2023-05-01 1:43,HL7710,KE0462,DAD,ICN,53351,40742,607,74,817,52.7,13.9,189,29,18,59,116,95,49,639,43,18,18
2023-05-01 9:57,HL7524,KE2101,GMP,HND,47696,36543,525,46,822,52.5,13.7,178,23,17,61,105,84,51,621,39,87,35
2023-05-01 11:07,HL7587,KE1174,CJU,GMP,39525,31228,572,40,825,52.4,13.9,181,19,17,62,106,86,47,638,45,65,26
2023-05-01 11:37,HL7554,KE1188,CJU,GMP,23639,16253,535,44,824,53.8,14.2,177,21,17,60,110,89,48,632,45,68,29
2023-05-01 12:02,HL7540,KE1526,CJU,PUS,47762,34678,543,42,825,53.5,14,173,19,17,64,118,99,50,612,45,75,30
2023-05-01 12:51,HL7553,KE2202,PEK,GMP,39960,31124,537,53,816,51.5,13.8,188,34,18,60,114,93,48,594,48,33,19
2023-05-01 13:07,HL7710,KE1683,PUS,CJU,53356,40746,565,44,821,54.4,14,186,24,17,58,108,88,53,647,45,67,35
2023-05-01 13:09,HL7702,KE0869,ICN,DLC,16878,10885,550,53,824,56.5,13.9,183,19,17,63,113,92,49,616,40,65,29
2023-05-01 13:57,HL7584,KE0704,NRT,ICN,46139,36562,568,68,823,52.2,13.8,181,22,17,63,113,94,47,631,46,42,18
2023-05-01 14:11,HL7709,KE0198,UBN,ICN,50051,38544,545,63,821,44.7,11.5,183,25,17,65,122,98,52,607,40,18,11
2023-05-01 17:44,HL7586,KE0458,DAD,ICN,24026,15966,574,60,816,52.4,13.9,190,36,18,58,120,101,46,698,45,24,16
2023-05-01 19:09,HL7587,KE1312,CJU,GMP,39530,31232,572,43,824,52.5,13.9,182,20,17,62,109,89,50,648,45,72,31
2023-05-02 9:36,HL7524,KE1384,CJU,GMP,47705,36550,516,39,819,52.8,13.8,181,26,18,62,105,85,51,589,47,60,25
2023-05-02 11:40,HL7554,KE1188,CJU,GMP,23650,16260,540,42,823,53.7,14.2,179,23,17,61,111,90,48,634,44,68,27
2023-05-02 12:10,HL7720,KE0894,PVG,ICN,49293,36726,542,55,820,52.3,13.5,187,26,17,66,115,96,47,592,47,47,23
2023-05-02 12:24,HL7540,KE1526,CJU,PUS,47771,34683,548,44,824,53.3,14.1,176,21,17,64,121,102,50,611,45,74,31
2023-05-02 12:24,HL7553,KE2102,HND,GMP,39971,31129,546,72,816,52.5,13.9,187,32,18,60,112,91,47,588,48,33,15
2023-05-02 13:05,HL7710,KE0138,WUH,ICN,53363,40755,566,37,817,52.9,13.8,189,28,18,59,111,92,50,618,45,25,20
2023-05-02 13:10,HL7587,KE1113,GMP,CJU,39536,31236,582,43,821,52.3,13.9,186,24,17,62,112,92,50,647,45,67,32
2023-05-02 13:38,HL7702,KE0866,CAN,ICN,16886,10894,574,54,816,54.6,13.9,193,31,18,63,117,95,55,649,40,78,40
2023-05-02 14:02,HL7709,KE0704,NRT,ICN,50056,38550,540,70,821,54.5,13.9,183,24,17,65,118,92,48,563,48,31,16
2023-05-02 15:29,HL7586,KE0870,DLC,ICN,24031,15971,533,30,818,54.1,13.9,183,28,18,57,110,91,49,657,45,63,28
2023-05-02 17:46,HL7584,KE0458,DAD,ICN,46147,36566,598,78,817,50.8,13.8,187,30,18,63,123,103,47,719,42,13,15
2023-05-02 19:30,HL7701,KE0423,ICN,GUM,33447,28383,560,56,824,53.5,13.9,181,20,17,61,112,91,50,745,44,78,32
2023-05-03 8:59,HL7701,KE0865,ICN,CAN,33452,28386,557,58,824,54.2,13.9,181,19,17,61,113,92,46,659,44,26,17
2023-05-03 9:36,HL7709,KE8186,TPE,ICN,50062,38556,537,37,816,52.9,13.9,188,30,18,65,119,95,51,590,46,31,21
2023-05-03 10:41,HL7720,KE0855,ICN,PEK,49299,36730,546,76,822,54.3,13.8,184,22,17,66,115,95,45,624,37,12,3
2023-05-03 10:57,HL7587,KE1174,CJU,GMP,39545,31243,577,49,824,52.3,13.9,183,22,17,62,110,90,49,644,45,71,30
2023-05-03 11:52,HL7540,KE1188,CJU,GMP,47781,34690,552,42,824,52.9,14,177,23,17,64,121,103,49,599,45,63,28
2023-05-03 12:10,HL7554,KE1526,CJU,PUS,23657,16265,546,44,819,53.2,14.2,182,26,17,61,114,93,50,649,44,71,30
2023-05-03 12:35,HL7524,KE2102,HND,GMP,47717,36557,556,78,816,52.8,14.1,186,31,18,62,111,91,48,579,48,34,18
2023-05-03 13:07,HL7702,KE0869,ICN,DLC,16893,10897,575,68,818,55.6,13.9,190,27,18,63,114,92,49,616,45,34,21
2023-05-03 13:15,HL7553,KE2202,PEK,GMP,39982,31136,543,50,813,50.7,13.8,192,36,18,60,117,96,55,655,48,82,40
2023-05-03 13:59,HL7584,KE0704,NRT,ICN,46152,36570,562,61,823,52.8,13.9,180,22,17,63,114,94,47,635,45,42,20
2023-05-03 14:18,HL7710,KE0198,UBN,ICN,53371,40762,560,64,827,47.7,11.8,176,13,17,58,111,91,47,604,41,4,0
2023-05-03 17:10,HL7709,KE0489,ICN,RGN,50067,38557,545,58,819,53.5,14,186,27,18,65,119,94,50,570,48,30,17
2023-05-03 17:52,HL7586,KE0458,DAD,ICN,24039,15976,579,67,812,52,13.9,191,38,18,58,122,103,49,717,44,25,17
2023-05-03 18:24,HL7585,KE0663,ICN,HKT,37409,27696,542,71,821,53.5,14.1,181,25,17,63,111,89,45,651,45,4,5
2023-05-03 20:43,HL7702,KE0477,ICN,SGN,16898,10899,562,70,822,56.2,13.9,185,22,17,62,109,87,50,621,46,61,29
2023-05-04 9:22,HL7540,KE0104,CJU,GMP,47793,34697,550,40,825,52.8,13.9,166,14,17,63,113,96,49,599,46,65,26
2023-05-04 11:04,HL7587,KE1174,CJU,GMP,39557,31250,582,45,826,51.3,13.7,171,18,17,62,102,85,50,647,45,73,30
2023-05-04 11:11,HL7720,KE0457,ICN,DAD,49305,36737,545,76,822,53.1,13.6,183,22,17,66,115,95,52,666,46,66,35
2023-05-04 11:57,HL7524,KE1188,CJU,GMP,47724,36562,551,39,819,51.5,13.6,181,25,18,61,106,86,50,585,47,58,24
2023-05-04 12:12,HL7584,KE0894,PVG,ICN,46159,36578,571,48,818,51.1,13.8,185,28,18,63,117,98,49,639,45,52,25
