CREATION_DATE,REGNO,FLT_NUM,STNFR,STNTO,AHRS,ACYC,N1EGTA,N1GLA,N1WB,N1PT,N1P2A,N1LCOT,N1LCIT,N1IGV,N1SCV,N1LOT,N1HOT,V1STA,V1EGTP,V1NPA,V1LOT,V1LCIT
2023-02-21 1:18,HL7701,KE0672,KUL,ICN,32975,28028,581,50,817,51.7,13.8,187,29,18,49,119,100,49,681,43,31,25
2023-02-21 2:00,HL7720,KE0630,DPS,ICN,48863,36373,558,54,818,51.7,13.5,189,28,18,66,119,101,47,673,45,12,13
2023-02-21 12:34,HL7553,KE2102,HND,GMP,39307,30720,523,65,824,54.5,13.9,176,19,17,59,107,86,44,557,48,34,8
2023-02-21 13:35,HL7586,KE0622,MNL,ICN,23569,15624,585,75,816,52.7,13.9,188,35,18,58,116,98,46,698,44,21,13
2023-02-21 14:03,HL7587,KE0704,NRT,ICN,38916,30801,545,73,830,56.1,13.8,169,8,17,64,110,91,44,595,47,33,6
2023-02-21 20:00,HL7540,KE1310,CJU,GMP,47161,34295,519,43,831,55.8,14.2,163,7,17,63,105,86,46,588,46,61,19
2023-02-22 7:54,HL7710,KE0621,ICN,MNL,52910,40388,500,54,832,59.9,14.2,165,0,15,58,108,89,44,565,46,23,3
2023-02-22 9:26,HL7554,KE8186,TPE,ICN,23002,15838,521,36,824,55.3,14.2,176,20,17,61,106,85,44,613,45,27,6
2023-02-22 10:56,HL7540,KE1174,CJU,GMP,47168,34299,526,43,831,54.9,14.1,167,10,17,63,109,90,46,595,45,56,17
2023-02-22 12:34,HL7553,KE2102,HND,GMP,39319,30726,522,65,824,54.8,14.1,177,19,17,59,109,87,44,550,49,34,7
2023-02-22 15:47,HL7524,KE0790,FUK,ICN,47208,36194,528,62,824,55.5,13.9,174,18,17,63,106,85,45,561,49,50,16
2023-02-22 16:39,HL7720,KE0489,ICN,RGN,48873,36383,506,54,831,57.9,13.9,165,2,15,66,109,91,45,591,41,77,19
2023-02-22 17:36,HL7587,KE0629,ICN,DPS,38925,30806,534,71,830,57.6,14,164,3,16,64,111,91,43,597,46,24,0
2023-02-22 18:05,HL7584,KE0458,DAD,ICN,45862,36340,573,68,822,52.2,13.9,183,25,17,63,116,96,46,700,43,10,11
2023-02-22 19:03,HL7586,KE0853,ICN,PEK,23579,15630,495,33,832,58.1,14.1,164,8,17,58,105,89,43,623,46,25,0
2023-02-22 19:57,HL7540,KE1310,CJU,GMP,47173,34303,526,43,829,54.6,14.1,167,12,17,63,111,92,46,600,46,57,20
2023-02-22 20:10,HL7702,KE0188,TPE,ICN,16483,10569,546,57,824,55.3,13.9,182,18,17,63,110,89,47,600,46,18,11
2023-02-23 2:17,HL7710,KE0626,MNL,ICN,52916,40391,576,68,816,52.7,13.9,191,31,18,59,115,95,50,632,43,16,16
2023-02-23 10:44,HL7540,KE1174,CJU,GMP,47179,34306,523,39,829,55.1,14.1,165,9,17,63,108,89,46,591,46,62,18
2023-02-23 12:28,HL7553,KE2102,HND,GMP,39333,30731,517,49,823,53.9,13.9,177,21,17,59,107,86,45,557,49,30,9
2023-02-23 15:22,HL7554,KE0664,HKT,ICN,23010,15847,499,19,830,56.7,14.2,167,10,17,62,107,88,47,662,31,88,29
2023-02-23 16:40,HL7524,KE0633,ICN,DPS,47214,36201,536,84,826,55.4,13.8,169,13,17,63,107,84,46,596,41,69,23
2023-02-23 17:55,HL7587,KE0458,DAD,ICN,38930,30809,589,76,822,52.6,13.8,185,25,17,64,116,94,47,674,44,22,13
2023-02-23 18:18,HL7584,KE0726,KIX,ICN,45872,36346,537,63,829,54.6,14,170,11,17,63,111,92,47,608,46,51,20
2023-02-23 19:49,HL7540,KE1310,CJU,GMP,47184,34310,525,40,830,54.8,14.1,166,11,17,63,109,90,46,592,46,61,20
2023-02-23 20:20,HL7710,KE0689,ICN,PNH,52923,40394,514,68,828,57.2,14.1,169,6,17,58,109,89,46,566,46,15,1
2023-02-23 23:36,HL7586,KE0498,DEL,ICN,23587,15636,574,68,816,52.4,13.6,185,31,18,58,118,97,53,722,48,82,35
2023-02-23 23:38,HL7586,KE0498,DEL,ICN,23587,15636,574,68,816,52.4,13.6,185,31,18,58,118,97,53,722,48,82,35
2023-02-24 8:30,HL7554,KE0197,ICN,UBN,23015,15853,520,63,829,57.6,14.3,165,8,17,62,112,91,45,645,31,92,21
2023-02-24 10:46,HL7540,KE1174,CJU,GMP,47193,34313,530,39,828,55.2,14,168,11,17,63,109,91,46,587,46,61,18
2023-02-24 12:40,HL7553,KE2102,HND,GMP,39344,30737,532,61,821,53.4,13.9,181,25,17,60,109,88,46,578,48,30,13
2023-02-24 13:52,HL7587,KE0742,NGO,ICN,38937,30813,545,71,830,55.4,13.9,170,8,17,64,110,91,44,600,46,42,11
2023-02-24 15:12,HL7584,KE0725,ICN,KIX,45877,36352,553,84,829,54.9,14.1,170,10,17,63,113,93,49,653,46,56,23
2023-02-24 18:04,HL7701,KE0667,ICN,CNX,33001,28046,527,55,829,56.2,13.9,166,5,17,49,106,86,46,710,46,77,20
2023-02-24 19:55,HL7540,KE1310,CJU,GMP,47198,34317,529,46,828,54.8,14.1,167,12,17,63,111,92,48,597,46,60,21
2023-02-24 20:02,HL7710,KE0689,ICN,PNH,52929,40401,510,59,829,58,14.1,168,4,17,58,110,90,48,622,46,66,23
2023-02-24 20:24,HL7524,KE0477,ICN,SGN,47222,36205,506,50,828,56.1,13.8,166,10,17,63,104,83,46,561,39,21,2
2023-02-24 23:22,HL7720,KE0498,DEL,ICN,48887,36395,551,51,819,50.8,13.2,186,25,17,66,117,98,51,655,49,82,36
2023-02-25 12:26,HL7553,KE2102,HND,GMP,39356,30743,533,70,821,53.7,13.9,180,24,17,59,110,88,46,571,48,30,11
2023-02-25 13:44,HL7702,KE0728,KIX,ICN,16499,10583,536,71,827,57.7,14,174,12,17,62,110,88,44,570,46,34,8
2023-02-25 13:54,HL7586,KE0622,MNL,ICN,23600,15643,580,52,813,52.2,13.9,191,38,18,58,120,101,47,699,45,23,18
2023-02-25 16:12,HL7554,KE0862,TAO,ICN,23023,15864,513,35,827,57.3,14.4,170,13,17,62,108,88,44,603,44,46,9
2023-02-25 19:40,HL7524,KE0477,ICN,SGN,47227,36209,504,44,829,53,13,166,9,17,62,102,82,48,601,48,50,18
2023-02-25 20:08,HL7584,KE0188,TPE,ICN,45887,36363,558,76,826,53.9,14,174,15,17,63,113,91,46,630,45,31,9
2023-02-26 10:45,HL7540,KE1174,CJU,GMP,47221,34330,518,45,830,56.1,14.3,163,7,17,63,107,88,45,580,46,60,16
2023-02-26 11:55,HL7710,KE0648,SIN,ICN,52941,40410,576,61,817,52.3,13.9,191,31,18,59,116,96,58,691,45,75,50
2023-02-26 12:59,HL7553,KE2102,HND,GMP,39368,30749,525,69,822,54.3,14,178,21,17,59,109,87,44,562,48,28,7
2023-02-26 14:05,HL7584,KE0622,MNL,ICN,45893,36366,581,39,816,50.7,13.9,192,35,18,63,121,103,48,703,43,17,16
2023-02-26 14:26,HL7720,KE0828,SZX,ICN,48899,36404,516,34,824,54.8,13.9,180,19,17,66,108,90,44,612,46,23,10
2023-02-26 16:53,HL7524,KE0633,ICN,DPS,47232,36212,525,68,827,56.1,13.9,170,13,17,63,106,84,46,568,48,16,4
2023-02-26 18:09,HL7587,KE0667,ICN,CNX,38954,30823,534,65,830,57.3,14.1,166,5,16,64,110,90,44,592,46,43,11
2023-02-26 19:26,HL7701,KE0477,ICN,SGN,33017,28054,533,68,830,57.4,14.1,165,5,17,48,108,86,44,626,45,31,12
2023-02-26 19:49,HL7540,KE1310,CJU,GMP,47226,34334,522,48,829,55.7,14.2,165,10,17,63,109,90,46,589,46,59,19
2023-02-27 0:42,HL7554,KE0664,HKT,ICN,23034,15871,564,44,816,52.7,14.2,188,33,18,62,119,99,54,697,46,86,40
2023-02-27 10:47,HL7540,KE1174,CJU,GMP,47234,34338,525,39,830,54.9,14.3,168,11,17,63,110,91,47,591,46,60,21
2023-02-27 12:36,HL7553,KE2102,HND,GMP,39380,30754,537,78,820,54.4,14.1,180,25,17,59,111,88,46,567,48,29,10
2023-02-27 12:44,HL7586,KE0497,ICN,DEL,23613,15652,517,45,826,57.7,14.2,169,14,17,57,107,89,46,657,46,56,16
2023-02-27 14:53,HL7702,KE0622,MNL,ICN,16513,10591,568,54,815,53.1,13.9,197,35,18,63,121,99,52,649,44,30,26
2023-02-27 19:31,HL7554,KE0477,ICN,SGN,23040,15875,531,85,831,58.1,14.4,163,6,17,62,113,89,47,649,46,68,21
2023-02-27 20:13,HL7584,KE0188,TPE,ICN,45905,36375,569,81,825,53.2,14,178,19,17,63,113,92,45,628,45,33,13
2023-03-01 2:09,HL7709,KE0630,DPS,ICN,49697,38277,546,48,816,52,13.8,190,31,18,65,122,98,52,639,44,20,19
2023-03-01 10:45,HL7540,KE1174,CJU,GMP,47258,34356,537,41,826,54.3,14,171,13,17,63,112,94,48,605,45,64,26
2023-03-01 12:27,HL7553,KE2102,HND,GMP,39403,30766,547,67,816,52.7,13.9,186,31,18,60,110,89,47,586,48,29,13
2023-03-01 13:35,HL7710,KE0622,MNL,ICN,52961,40421,600,80,816,52.2,13.9,193,33,18,59,120,99,50,646,42,5,16
2023-03-01 13:47,HL7586,KE0172,HKG,ICN,23625,15660,564,69,820,54.1,14,183,29,18,58,114,94,45,675,45,23,10
2023-03-01 15:35,HL7720,KE0870,DLC,ICN,48910,36415,494,36,829,56.4,13.8,170,7,17,66,108,91,45,568,47,58,16
2023-03-01 17:26,HL7702,KE0629,ICN,DPS,16524,10602,523,52,827,56.9,13.8,174,11,17,63,111,89,47,578,47,31,9
2023-03-01 17:59,HL7584,KE0458,DAD,ICN,45918,36384,583,73,822,52.2,14,183,25,17,63,117,96,46,706,43,9,11
2023-03-01 18:13,HL7524,KE0667,ICN,CNX,47248,36225,527,65,826,55.7,13.9,171,15,17,63,106,84,48,598,41,60,25
2023-03-01 19:57,HL7540,KE1310,CJU,GMP,47263,34360,522,40,831,54.4,14.1,167,10,17,63,110,91,45,592,46,59,18
2023-03-02 1:03,HL7587,KE0490,RGN,ICN,38973,30835,596,71,817,51.8,13.8,187,28,18,64,121,99,47,692,44,19,16
2023-03-02 8:24,HL7701,KE0197,ICN,UBN,33035,28076,534,76,830,57.1,14,165,3,16,61,106,85,43,644,45,28,3
2023-03-02 10:42,HL7554,KE1174,CJU,GMP,23060,15890,511,41,827,57.1,14.3,168,12,17,62,109,89,46,615,45,61,17
2023-03-02 12:31,HL7553,KE2102,HND,GMP,39413,30772,532,44,816,51.8,13.8,187,33,18,60,110,89,46,584,49,31,14
2023-03-02 12:51,HL7702,KE0497,ICN,DEL,16529,10605,524,71,830,58.9,14.1,169,6,17,63,110,88,46,593,40,51,16
2023-03-02 13:41,HL7710,KE0622,MNL,ICN,52969,40427,590,74,816,52.3,13.9,193,32,18,59,123,101,51,658,43,5,17
2023-03-02 16:03,HL7584,KE0862,TAO,ICN,45923,36389,527,36,829,54.8,14.1,171,12,17,63,109,92,46,606,46,50,17
2023-03-02 18:02,HL7709,KE0458,DAD,ICN,49703,38282,547,66,819,53.2,14,188,29,18,65,122,96,49,591,39,22,16
2023-03-02 19:41,HL7554,KE1310,CJU,GMP,23065,15894,509,41,829,57.1,14.3,167,11,17,61,110,90,46,608,46,65,19
2023-03-02 20:19,HL7587,KE0477,ICN,SGN,38979,30840,534,61,830,57,14,166,5,17,64,109,90,46,648,47,64,18
2023-03-03 0:52,HL7524,KE0634,DPS,ICN,47258,36231,546,42,815,50.7,13.5,188,34,18,64,113,93,51,625,46,12,16
2023-03-03 1:29,HL7701,KE0462,DAD,ICN,33041,28079,560,47,823,53.4,13.9,181,22,17,61,113,93,46,665,44,30,20
2023-03-03 1:36,HL7720,KE0668,CNX,ICN,48920,36424,541,46,819,51.1,13.2,186,25,17,66,117,98,46,656,46,14,8
2023-03-03 2:02,HL7586,KE0630,DPS,ICN,23634,15666,565,51,816,52.8,13.9,187,33,18,58,115,97,47,718,44,12,11
2023-03-03 10:43,HL7554,KE1174,CJU,GMP,23071,15897,511,40,830,56.7,14.3,169,13,17,61,109,88,46,613,45,62,18
2023-03-03 12:38,HL7553,KE2102,HND,GMP,39423,30777,531,72,823,54.2,14,179,23,17,60,110,88,45,563,48,26,8
2023-03-03 14:43,HL7702,KE0622,MNL,ICN,16534,10609,585,77,815,53.2,13.9,197,34,18,63,122,100,50,655,44,9,20
2023-03-03 18:00,HL7709,KE0458,DAD,ICN,49711,38286,554,70,817,53.2,13.9,188,28,18,65,124,99,50,594,47,19,18
2023-03-03 22:37,HL7710,KE0854,PEK,ICN,52979,40435,518,36,826,55.3,14,178,15,17,58,108,90,47,591,46,24,13
2023-03-04 2:02,HL7586,KE0630,DPS,ICN,23639,15670,568,49,815,52.6,13.9,190,35,18,58,117,99,47,722,44,12,13
2023-03-04 2:19,HL7584,KE0626,MNL,ICN,45928,36394,589,82,820,52,13.9,184,27,17,63,115,96,45,698,43,13,10
2023-03-04 9:57,HL7554,KE1033,GMP,CJU,23084,15905,516,45,829,57,14.3,169,12,17,61,110,90,49,645,31,89,34
2023-03-04 12:26,HL7553,KE2102,HND,GMP,39433,30782,550,84,819,53.5,14,182,26,18,60,111,88,46,577,48,34,13
2023-03-04 13:47,HL7701,KE0132,CGO,ICN,33052,28087,554,39,823,53,13.7,183,22,17,61,111,93,47,647,45,40,23
2023-03-04 13:52,HL7587,KE0728,KIX,ICN,38990,30848,551,63,830,55.5,14,173,12,17,63,104,82,46,611,46,43,14
2023-03-04 13:54,HL7709,KE0622,MNL,ICN,49717,38290,559,56,816,52.3,13.9,192,33,18,65,127,102,50,597,47,21,18
2023-03-04 20:24,HL7554,KE1310,CJU,GMP,23089,15910,518,43,826,56.1,14.3,172,16,17,61,106,87,47,611,46,61,22
2023-03-05 1:24,HL7710,KE0462,DAD,ICN,52988,40440,557,55,820,53.9,14.1,186,26,18,58,111,90,49,637,44,4,14
2023-03-05 10:05,HL7709,KE0703,ICN,NRT,49722,38295,502,59,828,57.4,14.1,168,8,17,64,114,90,45,581,40,86,17
2023-03-05 10:43,HL7554,KE1174,CJU,GMP,23098,15914,522,39,824,55.6,14.3,175,18,17,61,106,84,46,612,45,63,22
2023-03-05 11:20,HL7587,KE0457,ICN,DAD,38996,30851,553,70,830,55.8,14,171,11,17,64,111,91,43,612,46,22,1
2023-03-05 12:34,HL7553,KE2102,HND,GMP,39447,30787,538,81,822,54.2,14,181,23,17,60,111,87,45,572,49,34,11
2023-03-05 13:42,HL7586,KE0622,MNL,ICN,23648,15675,594,79,816,52.6,13.9,192,36,18,58,122,102,47,686,45,24,15
2023-03-05 13:48,HL7584,KE0742,NGO,ICN,45938,36401,531,45,829,54.8,14.1,170,11,17,63,110,92,49,631,46,44,15
2023-03-05 18:33,HL7701,KE0461,ICN,DAD,33058,28092,538,67,829,56.3,13.9,169,8,17,62,105,83,45,631,45,30,12
2023-03-05 19:46,HL7554,KE1310,CJU,GMP,23103,15918,523,40,824,55.4,14.3,175,19,17,61,108,87,46,614,45,62,23
2023-03-05 20:17,HL7702,KE0625,ICN,MNL,16546,10620,523,56,828,58,14,173,10,17,63,111,89,45,590,36,15,5
2023-03-05 23:27,HL7720,KE0498,DEL,ICN,48928,36433,553,64,819,51.3,13.3,187,27,18,66,118,99,54,666,41,82,44
2023-03-06 1:16,HL7709,KE0668,CNX,ICN,49727,38298,546,53,816,51.1,13.4,189,30,18,65,124,100,51,624,38,17,14
2023-03-06 10:39,HL7554,KE1174,CJU,GMP,23111,15922,523,39,824,55.4,14.3,175,19,17,61,107,85,47,615,45,66,25
2023-03-06 12:33,HL7553,KE2102,HND,GMP,39458,30792,541,73,820,53.7,13.9,183,26,17,60,111,88,45,576,48,28,8
2023-03-06 13:54,HL7701,KE0198,UBN,ICN,33064,28096,530,59,831,47.8,11.6,166,4,17,62,104,83,46,620,41,24,9
2023-03-07 2:09,HL7701,KE0626,MNL,ICN,33069,28099,598,78,821,52.7,13.9,186,26,18,62,121,100,47,666,43,30,23
2023-03-07 2:27,HL7586,KE0690,PNH,ICN,23658,15684,556,46,816,53.1,13.9,186,32,18,58,114,96,54,746,45,74,39
2023-03-07 10:40,HL7554,KE1174,CJU,GMP,23124,15929,530,39,823,54.7,14.2,179,23,17,61,110,89,47,611,46,63,24
2023-03-07 12:33,HL7553,KE2102,HND,GMP,39470,30798,540,69,818,53.4,13.9,184,28,18,60,110,88,46,585,48,28,12
2023-03-07 13:33,HL7709,KE0622,MNL,ICN,49737,38304,560,63,816,52.5,13.9,193,34,18,65,129,103,50,606,38,10,18
2023-03-07 14:05,HL7584,KE0704,NRT,ICN,45948,36411,559,68,824,53,13.9,179,18,17,63,110,90,45,647,34,35,11
2023-03-07 23:24,HL7540,KE0191,GMP,ICN,47286,34387,522,22,827,54.1,14.1,168,13,17,63,106,88,46,619,46,65,19
2023-03-08 2:00,HL7586,KE0630,DPS,ICN,23663,15687,568,50,815,52.5,13.9,189,36,18,58,117,99,47,714,44,16,15
2023-03-08 9:55,HL7584,KE0703,ICN,NRT,45954,36415,547,71,830,53.9,13.9,171,12,17,63,114,94,44,732,43,9,0
2023-03-08 10:43,HL7554,KE1174,CJU,GMP,23134,15936,528,39,824,54.6,14.2,179,22,17,61,108,87,48,615,46,62,24
2023-03-08 11:17,HL7587,KE0832,SHE,ICN,39013,30863,545,57,829,55.4,13.8,172,10,17,63,104,82,44,593,46,39,8
2023-03-08 12:41,HL7553,KE2102,HND,GMP,39480,30803,546,69,816,52.7,13.9,186,30,18,60,114,91,46,585,48,29,14
2023-03-08 13:34,HL7710,KE0622,MNL,ICN,53003,40458,585,67,817,52.5,14,192,32,18,58,118,97,50,648,43,5,15
2023-03-08 13:39,HL7702,KE0172,HKG,ICN,16556,10629,568,68,819,54.6,14,190,29,18,63,113,91,47,610,46,25,15
2023-03-08 15:44,HL7720,KE0870,DLC,ICN,48940,36443,511,53,832,55.2,13.8,172,10,17,65,110,92,45,565,48,58,17
2023-03-08 16:49,HL7709,KE0489,ICN,RGN,49743,38309,523,62,824,54.9,13.9,177,18,17,64,111,86,51,611,48,58,27
2023-03-08 19:16,HL7701,KE0689,ICN,PNH,33081,28109,550,54,825,54.5,13.9,176,15,17,61,110,89,48,708,44,68,27
2023-03-08 19:52,HL7554,KE1310,CJU,GMP,23139,15940,531,39,823,54.3,14.2,179,23,17,61,108,88,47,624,45,64,23
2023-03-08 22:43,HL7584,KE0854,PEK,ICN,45959,36419,524,35,830,53.8,13.9,172,13,17,62,109,91,46,626,45,37,13
2023-03-09 9:54,HL7720,KE0703,ICN,NRT,48945,36447,522,68,830,55.3,13.7,169,8,17,66,110,92,44,611,47,47,16
2023-03-09 10:49,HL7554,KE1174,CJU,GMP,23147,15945,541,43,820,53.8,14.1,183,26,17,61,113,92,47,622,46,61,22
2023-03-09 11:31,HL7702,KE0457,ICN,DAD,16563,10634,540,75,830,57.2,13.9,173,10,17,63,113,90,47,596,40,55,21
2023-03-09 12:33,HL7553,KE2102,HND,GMP,39491,30809,557,78,815,52.3,13.9,188,34,18,60,113,91,47,585,48,28,12
2023-03-09 12:53,HL7710,KE0497,ICN,DEL,53009,40464,527,64,828,56,14,172,10,17,58,110,90,46,595,47,40,13
2023-03-09 13:47,HL7584,KE0622,MNL,ICN,45964,36422,582,53,817,50.9,13.9,189,31,18,63,119,101,46,706,43,17,15
2023-03-09 19:34,HL7524,KE0477,ICN,SGN,47293,36256,516,52,826,54.8,13.7,171,14,17,63,104,83,47,594,41,54,23
2023-03-09 20:05,HL7554,KE1310,CJU,GMP,23152,15949,523,40,825,54.5,14.1,173,15,17,60,106,85,46,604,46,59,19
2023-03-10 0:47,HL7701,KE0634,DPS,ICN,33087,28114,588,45,816,51.9,13.8,190,29,18,61,120,100,48,690,44,25,23
2023-03-10 1:21,HL7720,KE0668,CNX,ICN,48950,36450,555,50,816,50.4,13.1,189,29,18,67,119,101,47,653,46,16,12
2023-03-10 10:51,HL7554,KE1174,CJU,GMP,23161,15953,531,43,824,54.2,14.2,175,19,17,60,109,87,46,617,46,60,23
2023-03-10 11:20,HL7587,KE0457,ICN,DAD,39024,30871,558,73,828,54.9,13.9,173,12,17,64,106,84,43,618,46,20,1
2023-03-10 12:30,HL7553,KE2102,HND,GMP,39503,30814,555,76,815,52,13.9,188,33,18,59,112,91,47,597,48,28,15
2023-03-10 17:31,HL7702,KE0622,MNL,ICN,16575,10638,572,54,816,53.2,13.8,194,33,18,63,120,97,48,623,44,29,20
2023-03-10 18:10,HL7586,KE0726,KIX,ICN,23681,15701,548,58,821,54.7,14,180,25,17,57,108,89,46,649,46,45,19
2023-03-10 18:58,HL7710,KE0853,ICN,PEK,53014,40470,514,36,826,55.5,14,176,14,17,58,109,90,48,599,45,39,18
2023-03-10 19:21,HL7524,KE0477,ICN,SGN,47298,36260,539,72,824,53.9,13.7,176,20,17,63,107,84,50,635,48,63,29
2023-03-11 3:06,HL7720,KE0180,HKG,ICN,48958,36455,536,37,824,53.2,13.6,182,21,17,66,110,92,45,602,46,21,11
2023-03-11 9:05,HL7553,KE2101,GMP,HND,39516,30819,542,79,818,52.7,13.9,183,27,18,60,112,89,49,585,43,86,29
2023-03-11 10:41,HL7554,KE1174,CJU,GMP,23176,15960,535,40,823,54.1,14.3,177,21,17,60,107,86,47,613,45,65,22
2023-03-11 13:23,HL7584,KE0622,MNL,ICN,45978,36432,594,75,817,51.2,13.8,187,29,18,63,124,103,47,697,43,19,15
2023-03-11 13:46,HL7720,KE0792,FUK,ICN,48963,36458,538,50,823,54,13.8,183,22,17,65,113,94,47,601,47,59,25
2023-03-11 17:21,HL7586,KE0629,ICN,DPS,23687,15705,536,56,823,55.5,14,176,22,17,57,107,89,46,645,46,43,16
2023-03-11 17:52,HL7587,KE0458,DAD,ICN,39030,30875,596,74,818,52.2,13.8,187,28,18,64,119,97,47,664,45,29,16
2023-03-11 18:26,HL7540,KE0870,DLC,ICN,47317,34409,524,42,830,54.9,14.1,164,9,17,63,108,89,47,592,46,60,19
2023-03-12 1:17,HL7710,KE0462,DAD,ICN,53023,40477,576,70,818,53.3,14,187,27,18,58,116,94,50,650,43,7,16
2023-03-12 10:38,HL7554,KE1174,CJU,GMP,23190,15967,549,40,819,52.9,14.2,183,28,17,60,114,93,48,625,45,64,25
2023-03-12 12:37,HL7553,KE2102,HND,GMP,39531,30825,541,70,817,52.5,14,185,29,18,60,110,88,46,582,49,29,12
2023-03-12 13:32,HL7702,KE0622,MNL,ICN,16590,10648,589,77,816,53.4,13.8,194,32,18,63,122,99,48,622,37,24,17
2023-03-12 13:46,HL7701,KE0198,UBN,ICN,33104,28131,541,70,830,48.3,11.7,165,4,17,62,106,84,45,623,40,23,5
2023-03-12 13:51,HL7586,KE0792,FUK,ICN,23692,15708,544,45,817,53.9,13.9,184,28,18,58,110,92,48,663,45,50,25
2023-03-12 17:50,HL7587,KE0458,DAD,ICN,39036,30880,601,83,818,52.6,13.9,186,27,18,64,120,97,45,654,45,26,15
2023-03-12 19:46,HL7554,KE1310,CJU,GMP,23195,15971,521,41,828,54.9,14.1,170,13,17,60,110,89,45,593,46,58,16
2023-03-13 0:48,HL7524,KE0634,DPS,ICN,47309,36269,554,48,812,51.5,13.6,192,37,18,64,118,98,50,635,45,12,19
2023-03-13 1:22,HL7540,KE0462,DAD,ICN,47324,34413,586,75,818,52.2,14,181,27,18,64,130,111,48,683,43,22,14
2023-03-13 2:05,HL7720,KE0626,MNL,ICN,48974,36468,573,83,819,52.5,13.5,188,26,18,66,120,100,46,639,45,17,13
2023-03-13 10:44,HL7554,KE1174,CJU,GMP,23205,15974,518,42,827,55.4,14.3,169,13,17,60,109,88,45,591,46,63,16
2023-03-13 12:38,HL7553,KE2102,HND,GMP,39546,30829,543,70,816,52.6,13.8,184,28,18,60,110,88,46,589,48,28,11
2023-03-13 13:43,HL7584,KE0728,KIX,ICN,45993,36440,540,71,831,54.2,13.9,170,11,17,63,113,93,50,670,34,46,18
2023-03-13 17:46,HL7587,KE0458,DAD,ICN,39042,30883,596,76,821,52.7,13.9,185,26,17,64,118,96,47,662,45,25,15
2023-03-13 18:11,HL7702,KE0726,KIX,ICN,16598,10657,540,68,825,57.2,13.9,176,14,17,63,114,91,47,578,47,32,11
2023-03-13 19:27,HL7701,KE0455,ICN,HAN,33113,28137,542,64,828,56,13.9,169,6,17,62,107,85,45,708,45,74,19
2023-03-13 19:40,HL7554,KE1310,CJU,GMP,23210,15978,519,45,826,55.1,14.2,169,13,17,60,110,90,46,611,45,62,18
2023-03-14 2:51,HL7710,KE0690,PNH,ICN,53034,40486,573,53,818,52.7,13.9,188,28,18,58,114,93,54,690,45,77,43
2023-03-14 8:39,HL7554,KE1033,GMP,CJU,23222,15979,516,41,827,55.1,14.1,170,13,17,60,108,88,45,584,46,59,16
2023-03-14 12:20,HL7553,KE2102,HND,GMP,39557,30835,512,50,823,53.5,14,178,22,17,59,108,87,45,560,48,30,6
2023-03-14 13:44,HL7586,KE0792,FUK,ICN,23705,15717,537,51,824,55.5,13.9,176,22,17,57,107,88,47,647,46,50,18
2023-03-14 14:38,HL7720,KE0622,MNL,ICN,48984,36479,579,75,817,51.6,13.6,190,29,18,66,124,105,46,643,45,19,13
2023-03-14 17:50,HL7554,KE1179,GMP,CJU,23227,15983,527,39,824,53.9,14.1,176,19,17,60,107,86,47,619,45,61,21
2023-03-15 2:43,HL7710,KE0690,PNH,ICN,53040,40492,570,47,818,52.6,13.9,189,28,18,58,113,93,55,682,46,75,41
2023-03-15 9:09,HL7554,KE2101,GMP,HND,23235,15986,553,81,824,54.3,14.2,175,19,17,61,114,90,45,639,44,34,11
2023-03-15 9:21,HL7587,KE8186,TPE,ICN,39056,30893,551,35,824,53.6,13.9,179,20,17,64,106,87,44,620,45,31,11
2023-03-15 11:00,HL7553,KE1174,CJU,GMP,39567,30840,520,39,817,52.2,13.9,185,29,18,60,108,88,48,596,47,60,24
2023-03-15 11:13,HL7586,KE0791,ICN,FUK,23711,15720,528,49,824,56.1,14,174,19,17,58,107,88,44,716,44,13,0
2023-03-15 11:26,HL7584,KE0832,SHE,ICN,46006,36447,523,69,830,55.7,13.9,163,4,17,63,111,91,44,585,46,47,10
2023-03-15 13:40,HL7709,KE0622,MNL,ICN,49759,38322,565,62,816,51.8,13.8,193,34,18,65,129,104,50,592,47,22,19
2023-03-15 13:46,HL7720,KE0172,HKG,ICN,48990,36483,556,72,822,53.5,13.8,183,22,17,66,117,97,45,624,45,20,10
2023-03-15 15:57,HL7524,KE0870,DLC,ICN,47325,36281,525,65,826,56.1,14,171,14,17,62,106,84,46,545,48,52,11
2023-03-16 0:39,HL7702,KE0490,RGN,ICN,16604,10661,587,78,816,53.5,13.8,192,31,18,63,122,98,49,629,45,23,20
2023-03-16 1:30,HL7586,KE0462,DAD,ICN,23718,15723,577,76,816,53.5,14,186,33,18,58,118,98,47,700,45,21,14
2023-03-16 9:21,HL7584,KE8186,TPE,ICN,46016,36453,542,33,824,52.7,13.9,178,20,17,63,107,89,46,649,45,29,11
2023-03-16 10:48,HL7553,KE1174,CJU,GMP,39578,30848,508,42,823,53.9,14,177,22,17,59,106,86,48,588,47,59,20
2023-03-16 11:35,HL7585,KE0000,ICN,ICN,37119,27474,512,42,824,55.5,14.1,173,17,17,65,107,87,47,621,48,66,23
2023-03-16 12:29,HL7554,KE2102,HND,GMP,23247,15992,552,67,822,53.5,14.3,180,24,17,60,116,93,44,611,45,34,9
2023-03-16 13:25,HL7709,KE0132,CGO,ICN,49765,38327,504,44,828,55.5,13.8,172,11,17,64,113,90,47,535,40,27,10
