Date,Aircraft,Flight,Departure,Arrival,APU_Oil_Temperature_Max,Load_Compressor_Inlet_Temperature,,,Compensated,,,Ulaanbaatar_temp,Incheon_temp,Dubai_temp,Danang_temp
2024-04-30 16:01,HL8027,KAL668,VTCC,RKSI,110,49,,,,,,,,,
2024-04-30 15:53,HL7553,KAL462,VVDN,RKSI,101,40,,,,,,,,,
2024-04-30 15:40,HL7554,KAL624,RPLL,RKSI,100,38,,,,,,,,,
2024-04-30 15:31,HL8025,KAL672,WMKK,RKSI,103,28,,,,,,,,,
2024-04-30 14:36,HL8276,KAL498,VIDP,RKSI,103,47,,,,,,,,,
2024-04-30 10:55,HL8228,KAL177,RKSI,VHHH,89,15,,,87.8,,,,,,
2024-04-30 10:47,HL8001,KAL2104,RJTT,RKSS,96,35,,,,,,,,,
2024-04-30 10:09,HL8026,KAL743,RKSI,RJGG,92,23,,,87.6,,,,,,
2024-04-30 8:38,HL7524,KAL458,VVDN,RKSI,105,43,,,,,,,,,
2024-04-30 8:13,HL8027,KAL667,RKSI,VTCC,92,31,,,84.4,,,,,,
2024-04-30 7:29,HL8025,KAL671,RKSI,WMKK,91,15,,,89.8,,,,,,
2024-04-30 7:13,HL8227,KAL951,RKSI,OMDB,85,19,,,82.2,,,,,,
2024-04-30 7:12,HL8001,KAL2103,RKSS,RJTT,93,31,,,,,,,,,
2024-04-30 6:56,HL8003,KAL422,PGUM,RKSI,102,40,,,,,,,,,
2024-04-30 6:53,HL8026,KAL870,ZYTL,RKSI,96,27,,,,,,,,,
2024-04-30 6:20,HL7702,KAL725,RKSI,RJBB,88,21,,,84.4,,,,,,
2024-04-30 5:51,HL8228,KAL898,ZSPD,RKSI,88,15,,,,,,,,,
2024-04-30 5:22,HL8002,KAL442,VVNB,RKSI,111,39,,,,,,,,,
2024-04-30 4:23,HL8026,KAL869,RKSI,ZYTL,91,24,,,86.2,,,,,,
2024-04-30 4:10,HL8027,KAL138,ZHHH,RKSI,92,29,,,,,,,,,
2024-04-30 3:42,HL7701,KAL806,ZBTJ,RKSI,103,29,,,,,,,,,
2024-04-30 3:31,HL8001,KAL2102,RJTT,RKSS,96,32,,,,,,,,,
2024-04-30 3:14,HL8025,KAL894,ZSPD,RKSI,95,17,,,,,,,,,
2024-04-30 2:38,HL7709,KAL1188,RKPC,RKSS,84,22,,,,,,,,,
2024-04-30 1:28,HL7587,KAL1174,RKPC,RKSS,89,19,,,,,,,,,
2024-04-30 1:13,HL7710,KAL703,RKSI,RJAA,86,17,,,84,,,,,,
2024-04-30 0:52,HL7584,KAL173,RKSI,VHHH,87,15,,,85.8,,,,,,
2024-04-30 0:51,HL8003,KAL421,RKSI,PGUM,94,24,,,89.2,,,,,,
2024-04-29 23:43,HL8027,KAL137,RKSI,ZHHH,91,30,,,83.8,,,,,,
2024-04-29 23:11,HL8002,KAL441,RKSI,VVNB,91,19,,,88.2,,,,,,
2024-04-29 22:41,HL8212,KAL408,YBBN,RKSI,93,38,,,,,,,,,
2024-04-29 16:46,HL8228,KAL178,VHHH,RKSI,99,29,,,,,,,,,
2024-04-29 15:48,HL8002,KAL490,VYYY,RKSI,107,36,,,,,,,,,
2024-04-29 15:26,HL8003,KAL672,WMKK,RKSI,102,40,,,,,,,,,
2024-04-29 11:09,HL8212,KAL407,RKSI,YBBN,93,36,,,83.4,,,,,,
2024-04-29 11:00,HL8228,KAL177,RKSI,VHHH,92,19,,,89.2,,,,,,
2024-04-29 10:50,HL8001,KAL2104,RJTT,RKSS,93,31,,,,,,,,,
2024-04-29 10:33,HL8026,KAL743,RKSI,RJGG,97,27,,,91,,,,,,
2024-04-29 10:29,HL7585,KAL487,RKSI,VVPQ,92,26,,,86.4,,,,,,
2024-04-29 8:41,HL7554,KAL458,VVDN,RKSI,104,38,,,,,,,,,
2024-04-29 8:34,HL8002,KAL489,RKSI,VYYY,98,28,,,91.6,,,,,,
2024-04-29 7:57,HL8026,KAL870,ZYTL,RKSI,89,20,,,,,,,,,
2024-04-29 7:30,HL8003,KAL671,RKSI,WMKK,93,31,,,85.4,,,,,,
2024-04-29 7:19,HL8001,KAL2103,RKSS,RJTT,101,37,,,,,,,,,
2024-04-29 7:16,HL7540,KAL187,RKSI,RCTP,105,24,,,100.2,,,,,,
2024-04-29 6:57,HL8027,KAL422,PGUM,RKSI,106,44,,,,,,,,,
2024-04-29 6:24,HL8025,KAL174,VHHH,RKSI,108,31,,,,,,,,,
2024-04-29 6:10,HL7701,KAL898,ZSPD,RKSI,105,31,,,,,,,,,
2024-04-29 5:40,HL8026,KAL869,RKSI,ZYTL,99,31,,,91.4,,,,,,
2024-04-29 5:07,HL8276,KAL766,RJCC,RKSI,87,30,,,,,,,,,
2024-04-29 5:07,HL7584,KAL198,ZMCK,RKSI,87,11,,,,,,,,,
2024-04-29 4:59,HL8212,KAL102,ZSNJ,RKSI,96,39,,,,,,,,,
2024-04-29 4:56,HL8227,KAL951,RKSI,OMDB,95,28,,,88.6,,,,,,
2024-04-29 4:53,HL7553,KAL812,ZLXY,RKSI,88,26,,,,,,,,,
2024-04-29 4:22,HL8026,KAL869,RKSI,ZYTL,100,32,,,92,,,,,,
2024-04-29 3:29,HL8001,KAL2102,RJTT,RKSS,97,33,,,,,,,,,
2024-04-29 3:16,HL8002,KAL894,ZSPD,RKSI,100,28,,,,,,,,,
2024-04-29 2:45,HL7587,KAL1188,RKPC,RKSS,90,21,,,,,,,,,
2024-04-29 2:16,HL7524,KAL832,ZYTX,RKSI,86,22,,,,,,,,,
2024-04-29 2:00,HL7709,KAL1174,RKPC,RKSS,85,22,,,,,,,,,
2024-04-29 1:51,HL8003,KAL788,RJFF,RKSI,93,30,,,,,,,,,
2024-04-29 1:13,HL8211,----------,----,----,89,19,,,,,,,,,
2024-04-29 1:04,HL8276,KAL765,RKSI,RJCC,91,35,,,81.8,,,,,,
2024-04-29 0:53,HL8025,KAL173,RKSI,VHHH,97,20,,,93.8,,,,,,
2024-04-29 0:51,HL8027,KAL421,RKSI,PGUM,95,34,,,86.2,,,,,,
2024-04-28 23:23,HL8002,KAL893,RKSI,ZSPD,94,22,,,90,,,,,,
2024-04-28 23:09,HL8003,KAL787,RKSI,RJFF,91,27,,,85,,,,,,
2024-04-28 22:45,HL8228,KAL408,YBBN,RKSI,92,21,,,,,,,,,
2024-04-28 18:32,HL8227,KAL952,OMDB,RKSI,105,39,,,,,,,,,
2024-04-28 17:30,HL7585,KAL476,VVTS,RKSI,100,37,,,,,,,,,
2024-04-28 16:49,HL8212,KAL178,VHHH,RKSI,99,46,,,,,,,,,
2024-04-28 16:18,HL8027,KAL668,VTCC,RKSI,109,48,,,,,,,,,
2024-04-28 15:31,HL8002,KAL672,WMKK,RKSI,104,35,,,,,,,,,
2024-04-28 14:16,HL8276,KAL498,VIDP,RKSI,106,49,,,,,,,,,
2024-04-28 14:03,HL8003,KAL9696,VNKT,RKSI,104,38,,,,,,,,,
2024-04-28 12:01,HL7701,KAL467,RKSI,VVCR,96,24,,,91.2,,,,,,
2024-04-28 11:07,HL8228,KAL407,RKSI,YBBN,91,18,,,88.6,,,,,,
2024-04-28 10:59,HL8212,KAL177,RKSI,VHHH,91,34,,,82.2,,,,,,
2024-04-28 10:50,HL8001,KAL2104,RJTT,RKSS,95,32,,,,,,,,,
2024-04-28 10:25,HL7553,KAL487,RKSI,VVPQ,90,29,,,83.2,,,,,,
2024-04-28 10:05,HL8026,KAL743,RKSI,RJGG,93,26,,,87.4,,,,,,
2024-04-28 9:27,HL8027,KAL667,RKSI,VTCC,94,34,,,85.2,,,,,,
2024-04-28 8:47,HL7540,KAL458,VVDN,RKSI,115,35,,,,,,,,,
2024-04-28 7:32,HL8002,KAL671,RKSI,WMKK,97,26,,,91.4,,,,,,
2024-04-28 7:07,HL8001,KAL2103,RKSS,RJTT,100,37,,,,,,,,,
2024-04-28 6:53,HL8025,KAL422,PGUM,RKSI,105,30,,,,,,,,,
2024-04-28 6:35,HL8027,KAL870,ZYTL,RKSI,96,34,,,,,,,,,
2024-04-28 4:58,HL7554,KAL198,ZMCK,RKSI,84,12,,,,,,,,,
2024-04-28 4:54,HL7710,KAL812,ZLXY,RKSI,100,32,,,,,,,,,
2024-04-28 4:44,HL7702,KAL820,ZGHA,RKSI,101,33,,,,,,,,,
2024-04-28 4:31,HL8026,KAL172,VHHH,RKSI,102,33,,,,,,,,,
2024-04-28 4:31,HL8003,KAL2995,RKSI,VNKT,93,32,,,85,,,,,,
2024-04-28 4:09,HL7585,KAL138,ZHHH,RKSI,92,28,,,,,,,,,
2024-04-28 4:06,HL8002,KAL894,ZSPD,RKSI,97,24,,,,,,,,,
2024-04-28 3:34,HL8001,KAL2102,RJTT,RKSS,97,35,,,,,,,,,
2024-04-28 2:35,HL7709,KAL1188,RKPC,RKSS,86,24,,,,,,,,,
2024-04-28 1:50,HL8211,----------,----,----,91,23,,,,,,,,,
2024-04-28 1:37,HL7586,KAL1174,RKPC,RKSS,90,27,,,,,,,,,
2024-04-27 23:40,HL7701,KAL827,RKSI,ZGSZ,95,23,,,90.6,,,,,,
2024-04-27 22:36,HL8228,KAL408,YBBN,RKSI,91,19,,,,,,,,,
2024-04-27 18:08,HL8227,KAL952,OMDB,RKSI,104,38,,,,,,,,,
2024-04-27 17:57,HL7553,KAL468,VVCR,RKSI,100,40,,,,,,,,,
2024-04-27 17:01,HL8276,KAL178,VHHH,RKSI,101,43,,,,,,,,,
2024-04-27 16:07,HL8025,KAL668,VTCC,RKSI,110,35,,,,,,,,,
2024-04-27 15:44,HL8027,KAL672,WMKK,RKSI,102,43,,,,,,,,,
2024-04-27 12:06,HL8026,----------,----,----,88,19,,,,,,,,,
2024-04-27 11:13,HL8228,KAL407,RKSI,YBBN,87,15,,,85.8,,,,,,
2024-04-27 11:03,HL7585,KAL188,RCTP,RKSI,94,32,,,,,,,,,
2024-04-27 11:00,HL8276,KAL177,RKSI,VHHH,85,30,,,77.8,,,,,,
2024-04-27 10:45,HL8001,KAL2104,RJTT,RKSS,93,31,,,,,,,,,
2024-04-27 10:20,HL7584,KAL487,RKSI,VVPQ,89,17,,,87,,,,,,
2024-04-27 10:08,HL8003,KAL743,RKSI,RJGG,94,25,,,88.8,,,,,,
2024-04-27 9:43,HL8212,KAL726,RJBB,RKSI,91,35,,,,,,,,,
2024-04-27 8:56,HL7554,KAL458,VVDN,RKSI,106,39,,,,,,,,,
2024-04-27 8:14,HL8025,KAL667,RKSI,VTCC,95,18,,,92.6,,,,,,
2024-04-27 7:45,HL8027,KAL671,RKSI,WMKK,95,33,,,86.6,,,,,,
2024-04-27 7:13,HL8001,KAL2103,RKSS,RJTT,98,33,,,,,,,,,
2024-04-27 7:13,HL8003,KAL870,ZYTL,RKSI,94,30,,,,,,,,,
2024-04-27 7:04,HL8002,KAL422,PGUM,RKSI,104,35,,,,,,,,,
2024-04-27 6:32,HL8212,KAL725,RKSI,RJBB,92,35,,,82.8,,,,,,
2024-04-27 5:26,HL8026,KAL442,VVNB,RKSI,116,45,,,,,,,,,
2024-04-27 5:23,HL8228,KAL766,RJCC,RKSI,93,22,,,,,,,,,
2024-04-27 5:00,HL8227,KAL951,RKSI,OMDB,90,23,,,85.6,,,,,,
2024-04-27 4:59,HL7710,KAL198,ZMCK,RKSI,84,8,,,,,,,,,
2024-04-27 3:34,HL8001,KAL2102,RJTT,RKSS,96,33,,,,,,,,,
2024-04-27 3:32,HL8027,KAL894,ZSPD,RKSI,97,34,,,,,,,,,
2024-04-27 2:40,HL7586,KAL1188,RKPC,RKSS,90,26,,,,,,,,,
2024-04-27 1:59,HL7701,KAL846,ZSQD,RKSI,98,26,,,,,,,,,
2024-04-27 1:39,HL7587,KAL1174,RKPC,RKSS,90,20,,,,,,,,,
2024-04-27 1:14,HL7584,KAL703,RKSI,RJAA,92,18,,,89.6,,,,,,
2024-04-26 23:29,HL8027,KAL893,RKSI,ZSPD,91,29,,,84.2,,,,,,
2024-04-26 23:19,HL8026,KAL441,RKSI,VVNB,92,22,,,88,,,,,,
2024-04-26 23:11,HL7709,KAL171,RKSI,VHHH,87,17,,,85,,,,,,
2024-04-26 22:44,HL8276,KAL408,YBBN,RKSI,92,35,,,,,,,,,
2024-04-26 18:11,HL8227,KAL952,OMDB,RKSI,103,36,,,,,,,,,
2024-04-26 17:48,HL7540,KAL488,VVPQ,RKSI,111,32,,,,,,,,,
2024-04-26 17:31,HL8212,KAL9934,LGAV,RKSI,90,35,,,,,,,,,
2024-04-26 16:58,HL7554,KAL178,VHHH,RKSI,99,36,,,,,,,,,
2024-04-26 16:33,HL8026,KAL668,VTCC,RKSI,108,42,,,,,,,,,
2024-04-26 15:46,HL8003,KAL672,WMKK,RKSI,100,38,,,,,,,,,
2024-04-26 11:52,HL7585,KAL467,RKSI,VVCR,85,20,,,81.8,,,,,,
2024-04-26 10:54,HL8001,KAL2104,RJTT,RKSS,94,33,,,,,,,,,
2024-04-26 10:13,HL8025,KAL743,RKSI,RJGG,93,17,,,91,,,,,,
2024-04-26 10:08,HL7587,KAL1312,RKPC,RKSS,88,18,,,,,,,,,
2024-04-26 9:22,HL8026,KAL667,RKSI,VTCC,92,25,,,86.8,,,,,,
2024-04-26 7:27,HL8003,KAL671,RKSI,WMKK,93,30,,,85.8,,,,,,
2024-04-26 7:26,HL7701,KAL187,RKSI,RCTP,101,29,,,94.2,,,,,,
2024-04-26 7:21,HL8001,KAL2103,RKSS,RJTT,100,35,,,,,,,,,
2024-04-26 7:16,HL7702,KAL174,VHHH,RKSI,102,36,,,,,,,,,
2024-04-26 6:59,HL8002,KAL422,PGUM,RKSI,104,35,,,,,,,,,
2024-04-26 6:56,HL8025,KAL870,ZYTL,RKSI,99,23,,,,,,,,,
2024-04-26 5:26,HL8027,KAL442,VVNB,RKSI,113,51,,,,,,,,,
2024-04-26 5:07,HL8228,KAL766,RJCC,RKSI,88,17,,,,,,,,,
2024-04-26 4:59,HL7710,KAL198,ZMCK,RKSI,85,6,,,,,,,,,
2024-04-26 4:53,HL7709,KAL172,VHHH,RKSI,93,31,,,,,,,,,
2024-04-26 4:52,HL8276,KAL102,ZSNJ,RKSI,95,40,,,,,,,,,
2024-04-26 4:46,HL7584,KAL820,ZGHA,RKSI,101,28,,,,,,,,,
2024-04-26 4:43,HL8227,KAL951,RKSI,OMDB,93,24,,,88.2,,,,,,
2024-04-26 4:24,HL8025,KAL869,RKSI,ZYTL,94,20,,,90.8,,,,,,
2024-04-26 4:07,HL8026,KAL138,ZHHH,RKSI,104,35,,,,,,,,,
2024-04-26 3:31,HL8001,KAL2102,RJTT,RKSS,97,35,,,,,,,,,
2024-04-26 3:31,HL8003,KAL894,ZSPD,RKSI,92,26,,,,,,,,,
2024-04-26 2:43,HL7586,KAL1188,RKPC,RKSS,89,24,,,,,,,,,
2024-04-26 2:29,HL7554,KAL897,RKSI,ZSPD,91,26,,,85.4,,,,,,
2024-04-26 2:06,HL7553,KAL457,RKSI,VVDN,93,31,,,85.4,,,,,,
2024-04-26 1:34,HL7587,KAL1174,RKPC,RKSS,88,19,,,,,,,,,
2024-04-26 1:05,HL8228,KAL765,RKSI,RJCC,90,18,,,87.6,,,,,,
2024-04-26 0:57,HL8002,KAL421,RKSI,PGUM,94,23,,,89.6,,,,,,
2024-04-25 23:30,HL8003,KAL893,RKSI,ZSPD,94,24,,,89.2,,,,,,
2024-04-25 23:17,HL8027,KAL441,RKSI,VVNB,90,28,,,83.6,,,,,,
2024-04-25 18:08,HL8227,KAL952,OMDB,RKSI,100,35,,,,,,,,,
2024-04-25 16:45,HL8212,KAL178,VHHH,RKSI,102,51,,,,,,,,,
2024-04-25 16:43,HL8027,KAL668,VTCC,RKSI,107,48,,,,,,,,,
2024-04-25 16:06,HL7585,KAL462,VVDN,RKSI,99,35,,,,,,,,,
2024-04-25 15:34,HL8002,KAL672,WMKK,RKSI,104,33,,,,,,,,,
2024-04-25 11:36,HL7554,KAL467,RKSI,VVCR,86,18,,,83.6,,,,,,
2024-04-25 11:16,HL7540,KAL188,RCTP,RKSI,105,28,,,,,,,,,
2024-04-25 10:56,HL8212,KAL177,RKSI,VHHH,86,29,,,79.2,,,,,,
2024-04-25 10:44,HL8001,KAL2104,RJTT,RKSS,96,33,,,,,,,,,
2024-04-25 10:11,HL7586,KAL1312,RKPC,RKSS,88,24,,,,,,,,,
2024-04-25 10:11,HL8025,KAL743,RKSI,RJGG,89,13,,,88.6,,,,,,
2024-04-25 9:56,HL8027,KAL667,RKSI,VTCC,90,27,,,84,,,,,,
2024-04-25 8:39,HL7701,KAL458,VVDN,RKSI,113,40,,,,,,,,,
2024-04-25 7:36,HL8002,KAL671,RKSI,WMKK,92,19,,,89.2,,,,,,
2024-04-25 7:16,HL8001,KAL2103,RKSS,RJTT,94,30,,,,,,,,,
2024-04-25 6:57,HL8026,KAL422,PGUM,RKSI,103,37,,,,,,,,,
2024-04-25 6:45,HL7709,KAL725,RKSI,RJBB,84,20,,,80.8,,,,,,
2024-04-25 5:59,HL8212,KAL898,ZSPD,RKSI,96,40,,,,,,,,,
2024-04-25 5:37,HL7710,KAL828,ZGSZ,RKSI,97,30,,,,,,,,,
2024-04-25 5:29,HL8003,KAL442,VVNB,RKSI,106,44,,,,,,,,,
2024-04-25 5:20,HL8027,KAL766,RJCC,RKSI,89,27,,,,,,,,,
2024-04-25 5:05,HL7702,KAL704,RJAA,RKSI,95,29,,,,,,,,,
2024-04-25 4:24,HL7553,KAL869,RKSI,ZYTL,90,27,,,84,,,,,,
2024-04-25 4:24,HL8228,KAL497,RKSI,VIDP,87,15,,,85.8,,,,,,
2024-04-25 4:00,HL8025,KAL138,ZHHH,RKSI,100,25,,,,,,,,,
2024-04-25 3:32,HL8002,KAL894,ZSPD,RKSI,104,30,,,,,,,,,
2024-04-25 3:32,HL8001,KAL2102,RJTT,RKSS,95,32,,,,,,,,,
2024-04-25 2:37,HL7587,KAL1188,RKPC,RKSS,88,18,,,,,,,,,
2024-04-25 1:35,HL7586,KAL1174,RKPC,RKSS,88,24,,,,,,,,,
2024-04-25 1:10,HL8027,KAL765,RKSI,RJCC,87,25,,,81.8,,,,,,
2024-04-25 0:55,HL8026,KAL421,RKSI,PGUM,87,18,,,84.6,,,,,,
2024-04-24 23:36,HL8025,KAL137,RKSI,ZHHH,95,10,,,95.8,,,,,,
2024-04-24 23:35,HL7585,KAL197,RKSI,ZMCK,85,16,,,83.4,,,,,,
2024-04-24 23:15,HL8003,KAL441,RKSI,VVNB,95,19,,,92.2,,,,,,
2024-04-24 22:39,HL8276,KAL408,YBBN,RKSI,89,34,,,,,,,,,
2024-04-24 18:14,HL8228,KAL952,OMDB,RKSI,99,28,,,,,,,,,
2024-04-24 18:11,HL7554,KAL468,VVCR,RKSI,99,36,,,,,,,,,
2024-04-24 17:59,HL8027,KAL488,VVPQ,RKSI,102,43,,,,,,,,,
2024-04-24 16:13,HL8026,KAL490,VYYY,RKSI,106,39,,,,,,,,,
2024-04-24 15:20,HL8025,KAL672,WMKK,RKSI,102,29,,,,,,,,,
2024-04-24 11:18,HL8276,KAL407,RKSI,YBBN,83,27,,,77,,,,,,
2024-04-24 11:13,HL7709,KAL188,RCTP,RKSI,88,24,,,,,,,,,
2024-04-24 10:50,HL8001,KAL2104,RJTT,RKSS,88,26,,,,,,,,,
2024-04-24 10:38,HL8027,KAL487,RKSI,VVPQ,89,27,,,83,,,,,,
2024-04-24 10:17,HL7586,KAL1312,RKPC,RKSS,92,22,,,,,,,,,
2024-04-24 10:06,HL7540,KAL623,RKSI,RPLL,95,12,,,95,,,,,,
2024-04-24 8:32,HL8026,KAL489,RKSI,VYYY,87,21,,,83.4,,,,,,
2024-04-24 7:25,HL8001,KAL2103,RKSS,RJTT,90,26,,,,,,,,,
2024-04-24 7:24,HL8025,KAL671,RKSI,WMKK,91,14,,,90.2,,,,,,
2024-04-24 6:56,HL8002,KAL422,PGUM,RKSI,104,34,,,,,,,,,
2024-04-24 6:27,HL8227,KAL174,VHHH,RKSI,101,32,,,,,,,,,
2024-04-24 5:36,HL8027,KAL828D,ZGSZ,RKSI,103,43,,,,,,,,,
2024-04-24 5:32,HL8276,KAL766,RJCC,RKSI,84,28,,,,,,,,,
2024-04-24 5:25,HL8003,KAL442,VVNB,RKSI,99,35,,,,,,,,,
2024-04-24 4:37,HL7585,KAL172,VHHH,RKSI,97,33,,,,,,,,,
2024-04-24 4:35,HL7701,KAL820,ZGHA,RKSI,108,34,,,,,,,,,
2024-04-24 4:16,HL8026,KAL138,ZHHH,RKSI,99,33,,,,,,,,,
2024-04-24 3:33,HL8001,KAL2102,RJTT,RKSS,91,26,,,,,,,,,
2024-04-24 3:11,HL8025,KAL894,ZSPD,RKSI,100,23,,,,,,,,,
2024-04-24 3:06,HL7587,KAL1188,RKPC,RKSS,88,18,,,,,,,,,
2024-04-24 2:42,HL7709,KAL488,VVPQ,RKSI,85,18,,,,,,,,,
2024-04-24 2:10,HL7554,KAL846,ZSQD,RKSI,88,23,,,,,,,,,
2024-04-24 1:42,HL7586,KAL1174,RKPC,RKSS,90,26,,,,,,,,,
2024-04-24 1:20,HL7553,KAL101,RKSI,ZSNJ,90,25,,,84.8,,,,,,
2024-04-24 1:15,HL8276,KAL765,RKSI,RJCC,84,29,,,77.2,,,,,,
2024-04-24 0:53,HL8002,KAL421,RKSI,PGUM,91,18,,,88.6,,,,,,
2024-04-23 23:50,HL8027,KAL827,RKSI,ZGSZ,89,26,,,83.4,,,,,,
2024-04-23 23:12,HL8003,KAL441,RKSI,VVNB,94,22,,,90,,,,,,
2024-04-23 18:46,HL7702,KAL690,VDPP,RKSI,99,36,,,,,,,,,
2024-04-23 18:14,HL8212,KAL952,OMDB,RKSI,101,50,,,,,,,,,
2024-04-23 16:39,HL8227,KAL178,VHHH,RKSI,97,30,,,,,,,,,
2024-04-23 16:20,HL8027,KAL668,VTCC,RKSI,107,47,,,,,,,,,
2024-04-23 15:22,HL8002,KAL672,WMKK,RKSI,103,33,,,,,,,,,
2024-04-23 15:12,HL8003,KAL9696,VNKT,RKSI,101,35,,,,,,,,,
2024-04-23 15:01,HL7710,----------,----,----,93,30,,,,,,,,,
2024-04-23 14:43,HL8276,KAL498,VIDP,RKSI,97,40,,,,,,,,,
2024-04-23 14:32,HL8026,KAL828,ZGSZ,RKSI,103,34,,,,,,,,,
2024-04-23 11:50,HL7584,KAL467,RKSI,VVCR,93,14,,,92.2,,,,,,
2024-04-23 10:56,HL8227,KAL177,RKSI,VHHH,86,18,,,83.6,,,,,,
2024-04-23 10:52,HL8001,KAL2104,RJTT,RKSS,90,29,,,,,,,,,
2024-04-23 10:21,HL7709,KAL487,RKSI,VVPQ,86,14,,,85.2,,,,,,
2024-04-23 9:55,HL7554,KAL623,RKSI,RPLL,86,19,,,83.2,,,,,,
2024-04-23 9:17,HL8026,KAL2901,RKSI,ZGSZ,88,22,,,84,,,,,,
2024-04-23 9:02,HL8027,KAL667,RKSI,VTCC,92,30,,,84.8,,,,,,
2024-04-23 7:37,HL7540,KAL174,VHHH,RKSI,107,29,,,,,,,,,
2024-04-23 7:21,HL8002,KAL671,RKSI,WMKK,94,23,,,89.6,,,,,,
2024-04-23 7:16,HL8001,KAL2103,RKSS,RJTT,98,34,,,,,,,,,
2024-04-23 6:52,HL8025,KAL422,PGUM,RKSI,104,29,,,,,,,,,
2024-04-23 6:30,HL8027,KAL870,ZYTL,RKSI,95,32,,,,,,,,,
2024-04-23 5:59,HL8003,KAL2995,RKSI,VNKT,91,29,,,84.2,,,,,,
2024-04-23 5:50,HL8227,KAL898,ZSPD,RKSI,91,22,,,,,,,,,
2024-04-23 4:58,HL8212,KAL951,RKSI,OMDB,92,37,,,82,,,,,,
2024-04-23 4:09,HL8026,KAL138,ZHHH,RKSI,100,33,,,,,,,,,
2024-04-23 4:03,HL8276,KAL497,RKSI,VIDP,91,35,,,81.8,,,,,,
2024-04-23 3:33,HL8001,KAL2102,RJTT,RKSS,93,30,,,,,,,,,
2024-04-23 3:31,HL8002,KAL894,ZSPD,RKSI,94,22,,,,,,,,,
2024-04-23 1:48,HL7524,KAL846,ZSQD,RKSI,87,25,,,,,,,,,
2024-04-23 1:45,HL7587,KAL1174,RKPC,RKSS,86,16,,,,,,,,,
2024-04-23 1:05,HL7585,KAL703,RKSI,RJAA,89,24,,,84.2,,,,,,
2024-04-23 0:55,HL8025,KAL421,RKSI,PGUM,92,20,,,88.8,,,,,,
2024-04-23 0:42,HL7586,KAL1055,RKSS,RKPC,89,24,,,,,,,,,
2024-04-22 23:48,HL7710,KAL827,RKSI,ZGSZ,86,19,,,83.2,,,,,,
2024-04-22 23:41,HL8026,KAL137,RKSI,ZHHH,93,24,,,88.2,,,,,,
2024-04-22 23:32,HL8002,KAL893,RKSI,ZSPD,93,22,,,89,,,,,,
2024-04-22 23:15,HL7702,KAL441,RKSI,VVNB,87,22,,,83,,,,,,
2024-04-22 23:12,HL7584,KAL171,RKSI,VHHH,89,18,,,86.6,,,,,,
2024-04-22 23:08,HL7553,KAL831,RKSI,ZYTX,90,27,,,84,,,,,,
2024-04-22 22:57,HL8228,KAL408,YBBN,RKSI,93,20,,,,,,,,,
2024-04-22 18:18,HL8212,KAL952,OMDB,RKSI,106,54,,,,,,,,,
2024-04-22 17:30,HL7709,KAL690,VDPP,RKSI,97,34,,,,,,,,,
2024-04-22 17:26,HL7701,KAL488,VVPQ,RKSI,103,35,,,,,,,,,
2024-04-22 16:52,HL8276,KAL178,VHHH,RKSI,96,40,,,,,,,,,
2024-04-22 16:15,HL8002,KAL490,VYYY,RKSI,105,35,,,,,,,,,
2024-04-22 15:45,HL8025,KAL672,WMKK,RKSI,102,29,,,,,,,,,
2024-04-22 11:28,HL8228,KAL407,RKSI,YBBN,91,18,,,88.6,,,,,,
2024-04-22 10:50,HL8001,KAL2104,RJTT,RKSS,93,29,,,,,,,,,
2024-04-22 10:08,HL8003,KAL743,RKSI,RJGG,93,28,,,86.6,,,,,,
2024-04-22 8:46,HL8002,KAL489,RKSI,VYYY,97,25,,,91.8,,,,,,
2024-04-22 8:36,HL7524,KAL458,VVDN,RKSI,102,39,,,,,,,,,
2024-04-22 7:39,HL8025,KAL671,RKSI,WMKK,98,22,,,94,,,,,,
2024-04-22 7:16,HL8001,KAL2103,RKSS,RJTT,97,34,,,,,,,,,
2024-04-22 6:59,HL8026,KAL422,PGUM,RKSI,107,38,,,,,,,,,
2024-04-22 6:38,HL8276,----------,----,----,93,38,,,,,,,,,
2024-04-22 6:25,HL7540,KAL828,ZGSZ,RKSI,102,21,,,,,,,,,
2024-04-22 5:38,HL8228,KAL898,ZSPD,RKSI,93,19,,,,,,,,,
2024-04-22 5:34,HL8027,KAL442,VVNB,RKSI,105,43,,,,,,,,,
2024-04-22 5:33,HL7702,KAL704,RJAA,RKSI,91,23,,,,,,,,,
2024-04-22 5:12,HL7553,KAL766,RJCC,RKSI,89,24,,,,,,,,,
2024-04-22 5:01,HL7585,KAL198,ZMCK,RKSI,85,8,,,,,,,,,
2024-04-22 4:53,HL8003,KAL102,ZSNJ,RKSI,96,33,,,,,,,,,
2024-04-22 4:30,HL8212,KAL951,RKSI,OMDB,94,39,,,83.2,,,,,,
2024-04-22 3:30,HL8001,KAL2102,RJTT,RKSS,92,28,,,,,,,,,
2024-04-22 3:26,HL8025,KAL894,ZSPD,RKSI,94,19,,,,,,,,,
2024-04-22 2:46,HL7587,KAL1188,RKPC,RKSS,88,18,,,,,,,,,
2024-04-22 2:08,HL7584,KAL846,ZSQD,RKSI,93,20,,,,,,,,,
2024-04-22 1:44,HL7586,KAL1174,RKPC,RKSS,88,24,,,,,,,,,
2024-04-22 1:16,HL8003,KAL101,RKSI,ZSNJ,92,29,,,85.2,,,,,,
