Date,Aircraft,Flight,Departure,Arrival,APU_Oil_Temperature_Max,Load_Compressor_Inlet_Temperature,,,Compensated,,,Ulaanbaatar_temp,Incheon_temp,Dubai_temp,Danang_temp
2025-05-29 1:34,HL7584,KAL1174,RKPC,RKSS,90,22,,,,,,,,,
2025-05-29 0:41,HL8026,KAL469,RKSI,VVTS,94,30,,,88.8,,,,,,
2025-05-29 0:14,HL8002,KAL755,RKSI,ROAH,106,13,,,107.6,,,,,,
2025-05-28 23:55,HL7710,KAL865,RKSI,ZGGG,93,29,,,88.2,,,,,,
2025-05-28 22:40,HL8025,KAL408,YBBN,RKSI,90,17,,,,,,,,,
2025-05-28 17:05,HL7587,KAL720,RJTT,RKSI,90,19,,,,,,,,,
2025-05-28 16:09,HL7553,KAL672,WMKK,RKSI,103,40,,,,,,,,,
2025-05-28 15:41,HL8002,KAL634,WADD,RKSI,115,13,,,,,,,,,
2025-05-28 11:15,HL8025,KAL407,RKSI,YBBN,91,18,,,90.6,,,,,,
2025-05-28 8:50,HL7585,KAL458,VVDN,RKSI,101,29,,,,,,,,,
2025-05-28 8:19,HL7701,KAL712,RJAA,RKSI,93,18,,,,,,,,,
2025-05-28 7:29,HL8003,KAL470,VVTS,RKSI,112,47,,,,,,,,,
2025-05-28 7:29,HL8002,KAL633,RKSI,WADD,106,13,,,107.6,,,,,,
2025-05-28 6:24,HL8025,KAL870,ZYTL,RKSI,96,24,,,,,,,,,
2025-05-28 5:12,HL8001,KAL828,ZGSZ,RKSI,101,40,,,,,,,,,
2025-05-28 5:01,HL7710,KAL198,ZMCK,RKSI,100,33,,,,,,,,,
2025-05-28 4:10,HL8025,KAL869,RKSI,ZYTL,95,23,,,92.6,,,,,,
2025-05-28 4:08,HL7702,KAL138,ZHHH,RKSI,94,27,,,,,,,,,
2025-05-28 3:34,HL8002,KAL806,ZBTJ,RKSI,115,13,,,,,,,,,
2025-05-28 2:36,HL7584,KAL1188,RKPC,RKSS,93,24,,,,,,,,,
2025-05-28 2:29,HL7553,KAL832,ZYTX,RKSI,103,35,,,,,,,,,
2025-05-28 1:33,HL7586,KAL1174,RKPC,RKSS,92,29,,,,,,,,,
2025-05-28 0:38,HL8026,KAL648,WSSS,RKSI,101,37,,,,,,,,,
2025-05-28 0:38,HL8003,KAL469,RKSI,VVTS,94,28,,,89.6,,,,,,
2025-05-28 0:30,HL7587,KAL811,RKSI,ZLXY,89,19,,,88.2,,,,,,
2025-05-27 23:50,HL8001,KAL827,RKSI,ZGSZ,89,28,,,84.6,,,,,,
2025-05-27 17:09,HL8025,KAL952,OMDB,RKSI,107,35,,,,,,,,,
2025-05-27 16:57,HL8026,KAL647,RKSI,WSSS,89,24,,,86.2,,,,,,
2025-05-27 15:40,HL8003,KAL634,WADD,RKSI,104,39,,,,,,,,,
2025-05-27 15:22,HL8001,KAL486,VVPQ,RKSI,100,41,,,,,,,,,
2025-05-27 11:29,HL7553,KAL719,RKSI,RJTT,99,27,,,95,,,,,,
2025-05-27 10:13,HL7554,KAL689,RKSI,VDPP,92,28,,,87.6,,,,,,
2025-05-27 8:44,HL8026,KAL458,VVDN,RKSI,105,38,,,,,,,,,
2025-05-27 8:09,HL8001,KAL485,RKSI,VVPQ,92,31,,,86.4,,,,,,
2025-05-27 7:11,HL8003,KAL633,RKSI,WADD,99,32,,,93,,,,,,
2025-05-27 6:40,HL7587,KAL870,ZYTL,RKSI,91,22,,,,,,,,,
2025-05-27 4:51,HL8002,KAL828,ZGSZ,RKSI,118,13,,,,,,,,,
2025-05-27 4:48,HL8025,KAL951,RKSI,OMDB,96,22,,,94,,,,,,
2025-05-27 4:47,HL7710,KAL866,ZGGG,RKSI,100,38,,,,,,,,,
2025-05-27 4:06,HL8001,KAL756,ROAH,RKSI,96,37,,,,,,,,,
2025-05-27 3:35,HL8003,KAL894,ZSPD,RKSI,102,36,,,,,,,,,
2025-05-27 2:40,HL7702,KAL832,ZYTX,RKSI,99,32,,,,,,,,,
2025-05-27 2:33,HL7586,KAL1188,RKPC,RKSS,93,30,,,,,,,,,
2025-05-27 1:59,HL8026,KAL457,RKSI,VVDN,93,27,,,89,,,,,,
2025-05-27 1:28,HL7584,KAL1174,RKPC,RKSS,93,25,,,,,,,,,
2025-05-27 0:34,HL7585,KAL469,RKSI,VVTS,87,17,,,87,,,,,,
2025-05-27 0:28,HL8001,KAL755,RKSI,ROAH,89,29,,,84.2,,,,,,
2025-05-27 0:13,HL7553,KAL811,RKSI,ZLXY,98,26,,,94.4,,,,,,
2025-05-26 23:52,HL7554,KAL137,RKSI,ZHHH,93,29,,,88.2,,,,,,
2025-05-26 23:50,HL8002,KAL827,RKSI,ZGSZ,108,14,,,109.2,,,,,,
2025-05-26 23:33,HL7701,KAL648,WSSS,RKSI,100,28,,,,,,,,,
2025-05-26 22:44,HL8027,KAL408,YBBN,RKSI,92,29,,,,,,,,,
2025-05-26 17:06,HL7720,KAL720,RJTT,RKSI,95,19,,,,,,,,,
2025-05-26 16:51,HL8025,KAL952,OMDB,RKSI,110,38,,,,,,,,,
2025-05-26 16:13,HL8026,KAL634,WADD,RKSI,100,37,,,,,,,,,
2025-05-26 15:05,HL8002,KAL696,VNKT,RKSI,112,5,,,,,,,,,
2025-05-26 11:19,HL8027,KAL407,RKSI,YBBN,88,24,,,85.2,,,,,,
2025-05-26 8:36,HL7702,KAL485,RKSI,VVPQ,91,24,,,88.2,,,,,,
2025-05-26 7:31,HL8001,KAL470,VVTS,RKSI,109,47,,,,,,,,,
2025-05-26 6:37,HL7701,KAL725,RKSI,RJBB,94,22,,,92,,,,,,
2025-05-26 6:34,HL8002,KAL695,RKSI,VNKT,110,13,,,111.6,,,,,,
2025-05-26 5:02,HL8003,KAL828,ZGSZ,RKSI,106,39,,,,,,,,,
2025-05-26 5:00,HL8027,KAL198,ZMCK,RKSI,97,31,,,,,,,,,
2025-05-26 4:44,HL7585,KAL812,ZLXY,RKSI,97,24,,,,,,,,,
2025-05-26 4:38,HL8025,KAL951,RKSI,OMDB,97,24,,,94.2,,,,,,
2025-05-26 3:37,HL7554,KAL806,ZBTJ,RKSI,103,38,,,,,,,,,
2025-05-26 2:39,HL7584,KAL1188,RKPC,RKSS,91,23,,,,,,,,,
2025-05-26 2:01,HL7710,KAL457,RKSI,VVDN,93,29,,,88.2,,,,,,
2025-05-26 1:47,HL8002,KAL846,ZSQD,RKSI,111,13,,,,,,,,,
2025-05-26 1:46,HL7720,KAL855,RKSI,ZBAA,98,22,,,96,,,,,,
2025-05-26 1:40,HL7586,KAL1174,RKPC,RKSS,93,28,,,,,,,,,
2025-05-25 23:40,HL8003,KAL827,RKSI,ZGSZ,94,27,,,90,,,,,,
2025-05-25 23:38,HL7553,KAL648,WSSS,RKSI,103,38,,,,,,,,,
2025-05-25 22:58,HL8002,KAL845,RKSI,ZSQD,101,14,,,102.2,,,,,,
2025-05-25 17:03,HL7587,KAL720,RJTT,RKSI,91,21,,,,,,,,,
2025-05-25 17:03,HL8025,KAL952,OMDB,RKSI,107,36,,,,,,,,,
2025-05-25 16:51,HL8003,KAL690,VDPP,RKSI,103,37,,,,,,,,,
2025-05-25 12:24,HL7701,KAL714,RJAA,RKSI,90,15,,,,,,,,,
2025-05-25 10:02,HL8003,KAL689,RKSI,VDPP,95,29,,,90.2,,,,,,
2025-05-25 9:18,HL7554,KAL726,RJBB,RKSI,96,31,,,,,,,,,
2025-05-25 8:45,HL7585,KAL458,VVDN,RKSI,102,31,,,,,,,,,
2025-05-25 8:07,HL7710,KAL671,RKSI,WMKK,91,27,,,87,,,,,,
2025-05-25 7:19,HL8002,KAL470,VVTS,RKSI,106,13,,,,,,,,,
2025-05-25 5:30,HL7702,KAL856,ZBAA,RKSI,99,32,,,,,,,,,
2025-05-25 5:01,HL8003,KAL704,RJAA,RKSI,97,30,,,,,,,,,
2025-05-25 4:58,HL7587,KAL198,ZMCK,RKSI,95,23,,,,,,,,,
2025-05-25 4:55,HL7553,KAL866,ZGGG,RKSI,102,31,,,,,,,,,
2025-05-25 4:55,HL8026,KAL828,ZGSZ,RKSI,101,35,,,,,,,,,
2025-05-25 4:47,HL7720,KAL812,ZLXY,RKSI,103,25,,,,,,,,,
2025-05-25 4:37,HL8025,KAL951,RKSI,OMDB,92,18,,,91.6,,,,,,
2025-05-25 3:59,HL7586,KAL1113,RKSS,RKPC,93,28,,,,,,,,,
2025-05-25 2:36,HL7584,KAL1188,RKPC,RKSS,89,20,,,,,,,,,
2025-05-25 0:20,HL8002,KAL469,RKSI,VVTS,95,13,,,96.6,,,,,,
2025-05-24 23:54,HL7701,KAL137,RKSI,ZHHH,88,16,,,88.4,,,,,,
2025-05-24 23:43,HL8026,KAL827,RKSI,ZGSZ,89,24,,,86.2,,,,,,
2025-05-24 23:12,HL7554,KAL831,RKSI,ZYTX,94,28,,,89.6,,,,,,
2025-05-24 22:35,HL8027,KAL408,YBBN,RKSI,95,25,,,,,,,,,
2025-05-24 17:07,HL8001,KAL952,OMDB,RKSI,110,49,,,,,,,,,
2025-05-24 16:54,HL8026,KAL690,VDPP,RKSI,101,35,,,,,,,,,
2025-05-24 15:51,HL8002,KAL672,WMKK,RKSI,106,13,,,,,,,,,
2025-05-24 15:15,HL7702,KAL628,WIII,RKSI,100,33,,,,,,,,,
2025-05-24 11:19,HL8027,KAL407,RKSI,YBBN,99,26,,,95.4,,,,,,
2025-05-24 10:24,HL7586,KAL1312,RKPC,RKSS,89,24,,,,,,,,,
2025-05-24 10:02,HL8026,KAL689,RKSI,VDPP,94,27,,,90,,,,,,
2025-05-24 8:48,HL7710,KAL458,VVDN,RKSI,105,40,,,,,,,,,
2025-05-24 8:02,HL8002,KAL671,RKSI,WMKK,98,13,,,99.6,,,,,,
2025-05-24 7:10,HL8003,KAL470,VVTS,RKSI,103,37,,,,,,,,,
2025-05-24 6:28,HL7554,KAL870,ZYTL,RKSI,98,35,,,,,,,,,
2025-05-24 5:08,HL7585,KAL812,ZLXY,RKSI,98,24,,,,,,,,,
2025-05-24 5:00,HL8026,KAL766,RJCC,RKSI,89,23,,,,,,,,,
2025-05-24 4:56,HL8027,KAL198,ZMCK,RKSI,101,28,,,,,,,,,
2025-05-24 4:47,HL7553,KAL756,ROAH,RKSI,106,39,,,,,,,,,
2025-05-24 4:33,HL8001,KAL951,RKSI,OMDB,92,30,,,86.8,,,,,,
2025-05-24 3:35,HL8002,KAL806,ZBTJ,RKSI,105,13,,,,,,,,,
2025-05-24 2:34,HL7584,KAL1188,RKPC,RKSS,86,19,,,,,,,,,
2025-05-24 2:19,HL7701,KAL832,ZYTX,RKSI,95,21,,,,,,,,,
2025-05-24 1:30,HL7586,KAL1174,RKPC,RKSS,88,23,,,,,,,,,
2025-05-24 0:21,HL7702,KAL785,RKSI,RJFK,89,21,,,87.4,,,,,,
2025-05-24 0:08,HL8002,KAL805,RKSI,ZBTJ,94,13,,,95.6,,,,,,
2025-05-23 23:54,HL7587,KAL865,RKSI,ZGGG,87,18,,,86.6,,,,,,
2025-05-23 23:36,HL7720,KAL648,WSSS,RKSI,106,31,,,,,,,,,
2025-05-23 23:20,HL8027,KAL197,RKSI,ZMCK,97,22,,,95,,,,,,
2025-05-23 22:44,HL8025,KAL408,YBBN,RKSI,92,19,,,,,,,,,
2025-05-23 17:29,HL8002,KAL690,VDPP,RKSI,104,13,,,,,,,,,
2025-05-23 17:18,HL8001,KAL952,OMDB,RKSI,110,51,,,,,,,,,
2025-05-23 13:47,HL8027,KAL696,VNKT,RKSI,106,32,,,,,,,,,
2025-05-23 11:12,HL8025,KAL407,RKSI,YBBN,92,19,,,91.2,,,,,,
2025-05-23 10:28,HL7554,KAL721,RKSI,RJBB,97,31,,,91.4,,,,,,
2025-05-23 10:12,HL8002,KAL689,RKSI,VDPP,98,13,,,99.6,,,,,,
2025-05-23 8:28,HL7701,KAL713,RKSI,RJAA,95,20,,,93.8,,,,,,
2025-05-23 6:59,HL8026,KAL470,VVTS,RKSI,103,38,,,,,,,,,
2025-05-23 6:35,HL8003,KAL828,ZGSZ,RKSI,110,44,,,,,,,,,
2025-05-23 6:21,HL7553,KAL725,RKSI,RJBB,100,31,,,94.4,,,,,,
2025-05-23 5:53,HL7710,KAL866,ZGGG,RKSI,101,36,,,,,,,,,
2025-05-23 5:12,HL8027,KAL695,RKSI,VNKT,110,28,,,105.6,,,,,,
2025-05-23 5:04,HL7587,KAL812,ZLXY,RKSI,97,26,,,,,,,,,
2025-05-23 4:40,HL8001,KAL951,RKSI,OMDB,93,32,,,87,,,,,,
2025-05-23 4:23,HL8002,KAL756,ROAH,RKSI,107,13,,,,,,,,,
2025-05-23 4:18,HL8025,KAL138,ZHHH,RKSI,93,19,,,,,,,,,
2025-05-23 3:37,HL7702,KAL806,ZBTJ,RKSI,91,23,,,,,,,,,
2025-05-23 2:38,HL7584,KAL1188,RKPC,RKSS,90,22,,,,,,,,,
2025-05-23 2:06,HL7720,KAL457,RKSI,VVDN,100,23,,,97.6,,,,,,
2025-05-23 1:34,HL7586,KAL1174,RKPC,RKSS,91,26,,,,,,,,,
2025-05-23 0:33,HL8002,KAL755,RKSI,ROAH,100,13,,,101.6,,,,,,
2025-05-23 0:18,HL8026,KAL469,RKSI,VVTS,95,28,,,90.6,,,,,,
2025-05-22 23:12,HL7554,KAL197,RKSI,ZMCK,96,32,,,90,,,,,,
2025-05-22 17:00,HL7553,KAL720,RJTT,RKSI,98,26,,,,,,,,,
2025-05-22 17:00,HL8027,KAL952,OMDB,RKSI,130,44,,,,,,,,,
2025-05-22 16:49,HL8002,KAL690,VDPP,RKSI,105,13,,,,,,,,,
2025-05-22 16:03,HL8026,KAL668,VTCC,RKSI,100,36,,,,,,,,,
2025-05-22 14:38,HL7701,KAL647,RKSI,WSSS,93,19,,,92.2,,,,,,
2025-05-22 10:19,HL8001,KAL721,RKSI,RJBB,95,33,,,88.6,,,,,,
2025-05-22 10:16,HL8002,KAL689,RKSI,VDPP,101,13,,,102.6,,,,,,
2025-05-22 10:15,HL7586,KAL1312,RKPC,RKSS,91,26,,,,,,,,,
2025-05-22 9:31,HL8026,KAL667,RKSI,VTCC,96,31,,,90.4,,,,,,
2025-05-22 6:54,HL8025,KAL470,VVTS,RKSI,105,32,,,,,,,,,
2025-05-22 4:59,HL8002,KAL828,ZGSZ,RKSI,109,36,,,,,,,,,
2025-05-22 4:55,HL7720,KAL756,ROAH,RKSI,101,24,,,,,,,,,
2025-05-22 4:29,HL8027,KAL951,RKSI,OMDB,103,32,,,97,,,,,,
2025-05-22 4:27,HL8026,KAL138,ZHHH,RKSI,101,33,,,,,,,,,
2025-05-22 3:32,HL7585,KAL806,ZBTJ,RKSI,95,23,,,,,,,,,
2025-05-22 2:38,HL7584,KAL1188,RKPC,RKSS,93,24,,,,,,,,,
2025-05-22 2:18,HL7701,KAL832,ZYTX,RKSI,93,19,,,,,,,,,
2025-05-22 1:59,HL7710,KAL457,RKSI,VVDN,95,31,,,89.4,,,,,,
2025-05-22 1:35,HL7586,KAL1174,RKPC,RKSS,95,31,,,,,,,,,
2025-05-21 23:55,HL7554,KAL865,RKSI,ZGGG,97,34,,,90.2,,,,,,
2025-05-21 23:55,HL8026,KAL137,RKSI,ZHHH,95,29,,,90.2,,,,,,
2025-05-21 23:46,HL8002,KAL827,RKSI,ZGSZ,101,25,,,97.8,,,,,,
2025-05-21 22:48,HL8001,KAL408,YBBN,RKSI,92,31,,,,,,,,,
2025-05-21 17:04,HL7702,KAL720,RJTT,RKSI,95,27,,,,,,,,,
2025-05-21 17:00,HL8027,KAL952,OMDB,RKSI,117,41,,,,,,,,,
2025-05-21 16:52,HL8026,KAL690,VDPP,RKSI,100,36,,,,,,,,,
2025-05-21 14:00,HL8002,----------,----,----,96,26,,,,,,,,,
2025-05-21 11:16,HL8001,KAL407,RKSI,YBBN,92,32,,,86,,,,,,
2025-05-21 11:09,HL7586,KAL1318,RKPC,RKSS,92,27,,,,,,,,,
2025-05-21 10:21,HL7585,KAL1312,RKPC,RKSS,89,18,,,,,,,,,
2025-05-21 10:19,HL8026,KAL689,RKSI,VDPP,95,29,,,90.2,,,,,,
2025-05-21 10:08,HL8003,KAL721,RKSI,RJBB,99,33,,,92.6,,,,,,
2025-05-21 8:47,HL7701,KAL713,RKSI,RJAA,95,22,,,93,,,,,,
2025-05-21 8:45,HL7587,KAL458,VVDN,RKSI,100,31,,,,,,,,,
2025-05-21 7:21,HL8025,KAL470,VVTS,RKSI,100,28,,,,,,,,,
2025-05-21 6:22,HL8003,KAL870,ZYTL,RKSI,102,37,,,,,,,,,
2025-05-21 5:05,HL7702,KAL198,ZMCK,RKSI,93,20,,,,,,,,,
2025-05-21 4:54,HL8027,KAL951,RKSI,OMDB,108,33,,,101.6,,,,,,
2025-05-21 4:49,HL8001,KAL812,ZLXY,RKSI,107,45,,,,,,,,,
2025-05-21 4:15,HL8026,KAL138,ZHHH,RKSI,108,42,,,,,,,,,
2025-05-21 4:06,HL8003,KAL869,RKSI,ZYTL,101,36,,,93.4,,,,,,
2025-05-21 2:36,HL7586,KAL1188,RKPC,RKSS,95,32,,,,,,,,,
2025-05-21 2:20,HL7554,KAL832,ZYTX,RKSI,98,34,,,,,,,,,
2025-05-21 1:29,HL7585,KAL1174,RKPC,RKSS,93,24,,,,,,,,,
2025-05-21 0:28,HL7701,KAL805,RKSI,ZBTJ,94,22,,,92,,,,,,
2025-05-21 0:06,HL7584,KAL865,RKSI,ZGGG,97,25,,,93.8,,,,,,
2025-05-21 0:01,HL8026,KAL137,RKSI,ZHHH,97,30,,,91.8,,,,,,
2025-05-20 23:47,HL7720,KAL827,RKSI,ZGSZ,101,24,,,98.2,,,,,,
2025-05-20 23:36,HL7710,KAL648,WSSS,RKSI,100,40,,,,,,,,,
2025-05-20 17:06,HL8003,KAL952,OMDB,RKSI,114,50,,,,,,,,,
2025-05-20 10:24,HL8027,KAL721,RKSI,RJBB,102,28,,,97.6,,,,,,
2025-05-20 8:43,HL7710,KAL458,VVDN,RKSI,105,39,,,,,,,,,
2025-05-20 7:25,HL7587,KAL844,ZSQD,RKSI,101,33,,,,,,,,,
2025-05-20 7:08,HL8026,KAL470,VVTS,RKSI,106,40,,,,,,,,,
2025-05-20 6:14,HL7554,KAL725,RKSI,RJBB,99,34,,,92.2,,,,,,
2025-05-20 6:14,HL7720,KAL866,ZGGG,RKSI,109,33,,,,,,,,,
2025-05-20 5:42,HL8001,KAL828,ZGSZ,RKSI,103,41,,,,,,,,,
2025-05-20 4:47,HL8003,KAL951,RKSI,OMDB,100,34,,,93.2,,,,,,
2025-05-20 4:24,HL7701,KAL869,RKSI,ZYTL,93,21,,,91.4,,,,,,
2025-05-20 4:01,HL8027,KAL138,ZHHH,RKSI,116,41,,,,,,,,,
2025-05-20 2:36,HL7586,KAL1188,RKPC,RKSS,95,30,,,,,,,,,
2025-05-20 1:29,HL7585,KAL1174,RKPC,RKSS,93,23,,,,,,,,,
2025-05-20 0:29,HL8026,KAL469,RKSI,VVTS,91,27,,,87,,,,,,
2025-05-19 23:56,HL8027,KAL137,RKSI,ZHHH,96,25,,,92.8,,,,,,
2025-05-19 23:39,HL7584,KAL648,WSSS,RKSI,102,32,,,,,,,,,
2025-05-19 22:43,HL8025,KAL408,YBBN,RKSI,91,17,,,,,,,,,
2025-05-19 17:15,HL8003,KAL952,OMDB,RKSI,108,45,,,,,,,,,
2025-05-19 17:04,HL7710,KAL720,RJTT,RKSI,93,28,,,,,,,,,
2025-05-19 16:49,HL8027,KAL690,VDPP,RKSI,104,34,,,,,,,,,
2025-05-19 14:48,HL8026,KAL696,VNKT,RKSI,98,31,,,,,,,,,
2025-05-19 14:24,HL7554,KAL490,VYYY,RKSI,104,41,,,,,,,,,
2025-05-19 11:33,HL8025,KAL407,RKSI,YBBN,90,15,,,90.8,,,,,,
2025-05-19 10:16,HL7587,KAL721,RKSI,RJBB,88,16,,,88.4,,,,,,
2025-05-19 10:12,HL8027,KAL689,RKSI,VDPP,97,23,,,94.6,,,,,,
2025-05-19 8:43,HL7584,KAL458,VVDN,RKSI,106,35,,,,,,,,,
2025-05-19 8:22,HL7701,KAL713,RKSI,RJAA,89,16,,,89.4,,,,,,
2025-05-19 6:58,HL8001,KAL470,VVTS,RKSI,105,41,,,,,,,,,
2025-05-19 6:19,HL7709,KAL828,ZGSZ,RKSI,101,35,,,,,,,,,
2025-05-19 6:06,HL8026,KAL695,RKSI,VNKT,90,24,,,87.2,,,,,,
2025-05-19 5:31,HL8027,KAL856,ZBAA,RKSI,105,36,,,,,,,,,
2025-05-19 5:06,HL7710,KAL812,ZLXY,RKSI,108,46,,,,,,,,,
2025-05-19 4:50,HL8003,KAL951,RKSI,OMDB,93,29,,,88.2,,,,,,
2025-05-19 4:47,HL8025,KAL820,ZGHA,RKSI,105,33,,,,,,,,,
2025-05-19 2:38,HL7586,KAL1188,RKPC,RKSS,92,27,,,,,,,,,
2025-05-19 1:56,HL8003,KAL846,ZSQD,RKSI,98,33,,,,,,,,,
2025-05-19 1:33,HL7585,KAL1174,RKPC,RKSS,90,20,,,,,,,,,
2025-05-19 0:14,HL8001,KAL469,RKSI,VVTS,88,26,,,84.4,,,,,,
2025-05-18 23:58,HL7720,KAL865,RKSI,ZGGG,95,16,,,95.4,,,,,,
2025-05-18 23:35,HL7702,KAL648,WSSS,RKSI,101,33,,,,,,,,,
2025-05-18 19:50,HL7587,----------,----,----,82,13,,,,,,,,,
2025-05-18 17:20,HL8001,KAL690,VDPP,RKSI,103,42,,,,,,,,,
2025-05-18 17:01,HL7709,KAL720,RJTT,RKSI,92,27,,,,,,,,,
2025-05-18 16:57,HL8026,KAL952,OMDB,RKSI,105,40,,,,,,,,,
2025-05-18 10:09,HL8001,KAL689,RKSI,VDPP,87,26,,,83.4,,,,,,
2025-05-18 8:54,HL7584,KAL458,VVDN,RKSI,104,34,,,,,,,,,
2025-05-18 7:49,HL7710,KAL671,RKSI,WMKK,91,26,,,87.4,,,,,,
2025-05-18 7:15,HL8003,KAL470,VVTS,RKSI,111,50,,,,,,,,,
2025-05-18 5:45,HL7720,KAL856,ZBAA,RKSI,100,24,,,,,,,,,
2025-05-18 5:02,HL7554,KAL820,ZGHA,RKSI,104,41,,,,,,,,,
2025-05-18 4:58,HL7709,KAL812,ZLXY,RKSI,105,38,,,,,,,,,
2025-05-18 4:53,HL7702,KAL198,ZMCK,RKSI,89,17,,,,,,,,,
2025-05-18 4:51,HL8027,KAL828,ZGSZ,RKSI,106,36,,,,,,,,,
2025-05-18 4:33,HL8026,KAL951,RKSI,OMDB,92,26,,,88.4,,,,,,
2025-05-18 4:14,HL8001,KAL138,ZHHH,RKSI,101,40,,,,,,,,,
2025-05-18 2:39,HL7586,KAL1188,RKPC,RKSS,88,23,,,,,,,,,
2025-05-18 2:26,HL7701,KAL832,ZYTX,RKSI,90,15,,,,,,,,,
2025-05-18 1:33,HL7585,KAL1174,RKPC,RKSS,86,16,,,,,,,,,
2025-05-17 23:46,HL7587,KAL648,WSSS,RKSI,98,30,,,,,,,,,
2025-05-17 23:43,HL8027,KAL827,RKSI,ZGSZ,90,20,,,88.8,,,,,,
2025-05-17 22:37,HL8025,KAL408,YBBN,RKSI,92,20,,,,,,,,,
2025-05-17 17:14,HL8026,KAL952,OMDB,RKSI,103,38,,,,,,,,,
2025-05-17 17:01,HL8027,KAL720,RJTT,RKSI,98,29,,,,,,,,,
2025-05-17 12:11,HL8027,KAL719,RKSI,RJTT,90,21,,,88.4,,,,,,
2025-05-17 10:18,HL7585,KAL1312,RKPC,RKSS,91,21,,,,,,,,,
2025-05-17 7:42,HL7709,KAL671,RKSI,WMKK,85,20,,,83.8,,,,,,
2025-05-17 7:09,HL8001,KAL470,VVTS,RKSI,105,44,,,,,,,,,
2025-05-17 6:36,HL7553,KAL870,ZYTL,RKSI,98,26,,,,,,,,,
2025-05-17 5:21,HL7702,KAL766,RJCC,RKSI,94,26,,,,,,,,,
2025-05-17 4:59,HL8003,KAL828,ZGSZ,RKSI,110,46,,,,,,,,,
2025-05-17 4:56,HL7720,KAL198,ZMCK,RKSI,88,8,,,,,,,,,
2025-05-17 4:52,HL8026,KAL951,RKSI,OMDB,88,23,,,85.6,,,,,,
2025-05-17 4:19,HL8025,KAL756,ROAH,RKSI,102,30,,,,,,,,,
2025-05-17 3:46,HL7554,KAL806,ZBTJ,RKSI,97,33,,,,,,,,,
2025-05-17 2:36,HL7586,KAL1188,RKPC,RKSS,91,27,,,,,,,,,
2025-05-17 2:02,HL7587,KAL457,RKSI,VVDN,91,21,,,89.4,,,,,,
2025-05-17 0:20,HL8001,KAL469,RKSI,VVTS,92,31,,,86.4,,,,,,
2025-05-16 23:55,HL8003,KAL827,RKSI,ZGSZ,97,32,,,91,,,,,,
2025-05-16 23:34,HL7585,KAL1045,RKSS,RKPC,89,19,,,,,,,,,
2025-05-16 23:25,HL8027,KAL408,YBBN,RKSI,95,27,,,,,,,,,
2025-05-16 17:31,HL8026,KAL952,OMDB,RKSI,105,41,,,,,,,,,
2025-05-16 17:20,HL8001,KAL690,VDPP,RKSI,100,39,,,,,,,,,
2025-05-16 17:06,HL7701,KAL720,RJTT,RKSI,92,20,,,,,,,,,
2025-05-16 14:31,HL8003,KAL696,VNKT,RKSI,100,33,,,,,,,,,
2025-05-16 11:34,HL8027,KAL407,RKSI,YBBN,97,26,,,93.4,,,,,,
2025-05-16 10:38,HL8001,KAL689,RKSI,VDPP,91,31,,,85.4,,,,,,
2025-05-16 8:55,HL7720,KAL713,RKSI,RJAA,97,20,,,95.8,,,,,,
2025-05-16 8:45,HL7709,KAL458,VVDN,RKSI,101,35,,,,,,,,,
2025-05-16 8:25,HL7702,----------,----,----,88,22,,,,,,,,,
2025-05-16 8:13,HL7587,KAL671,RKSI,WMKK,89,20,,,87.8,,,,,,
2025-05-16 7:18,HL8025,KAL470,VVTS,RKSI,106,34,,,,,,,,,
2025-05-16 6:52,HL8027,KAL870,ZYTL,RKSI,93,21,,,,,,,,,
2025-05-16 6:00,HL7701,KAL812,ZLXY,RKSI,106,33,,,,,,,,,
2025-05-16 5:05,HL8026,KAL951,RKSI,OMDB,95,30,,,89.8,,,,,,
2025-05-16 4:58,HL7710,KAL198,ZMCK,RKSI,85,17,,,,,,,,,
2025-05-16 4:48,HL7553,KAL866,ZGGG,RKSI,107,42,,,,,,,,,
2025-05-16 4:22,HL8001,KAL138,ZHHH,RKSI,99,37,,,,,,,,,
2025-05-16 3:48,HL7554,KAL806,ZBTJ,RKSI,102,40,,,,,,,,,
2025-05-16 2:37,HL7586,KAL1188,RKPC,RKSS,95,32,,,,,,,,,
2025-05-16 1:32,HL7585,KAL1174,RKPC,RKSS,90,19,,,,,,,,,
2025-05-15 17:05,HL7553,KAL720,RJTT,RKSI,101,33,,,,,,,,,
2025-05-15 16:57,HL8026,KAL952,OMDB,RKSI,109,44,,,,,,,,,
2025-05-15 16:39,HL8003,KAL690,VDPP,RKSI,103,40,,,,,,,,,
2025-05-15 16:36,HL7720,KAL672,WMKK,RKSI,106,32,,,,,,,,,
2025-05-15 16:23,HL7584,KAL668,VTCC,RKSI,98,29,,,,,,,,,
2025-05-15 10:32,HL7585,KAL1312,RKPC,RKSS,92,22,,,,,,,,,
2025-05-15 10:10,HL8003,KAL689,RKSI,VDPP,93,26,,,89.4,,,,,,
2025-05-15 8:46,HL7587,KAL458,VVDN,RKSI,98,29,,,,,,,,,
2025-05-15 7:31,HL8027,KAL470,VVTS,RKSI,107,41,,,,,,,,,
2025-05-15 5:43,HL7701,KAL866,ZGGG,RKSI,104,32,,,,,,,,,
2025-05-15 5:05,HL7553,KAL766,RJCC,RKSI,97,25,,,,,,,,,
