Date,Aircraft,Flight,Departure,Arrival,APU_Oil_Temperature_Max,Load_Compressor_Inlet_Temperature,,,Compensated,Compensated_avg
2024-04-16 9:31,HL7585,KAL461,RKSI,VVDN,88,16,,,86.4,88
2024-04-16 8:21,HL8002,KAL667,RKSI,VTCC,89,16,,,87.4,88.13333333
2024-04-16 7:27,HL8228,KAL951,RKSI,OMDB,91,13,,,90.6,86.53333333
2024-04-16 6:24,HL7702,KAL725,RKSI,RJBB,84,18,,,81.6,86.86666667
2024-04-16 4:41,HL8025,KAL2995,RKSI,VNKT,90,16,,,88.4,84.2
2024-04-16 4:03,HL8227,KAL497,RKSI,VIDP,85,18,,,82.6,84.6
2024-04-16 2:05,HL7524,KAL457,RKSI,VVDN,86,20,,,82.8,82.26666667
2024-04-16 1:35,HL8027,KAL185,RKSI,RCTP,87,26,,,81.4,82.8
2024-04-16 0:56,HL7709,KAL173,RKSI,VHHH,85,14,,,84.2,85.46666667
2024-04-16 0:51,HL8003,KAL421,RKSI,PGUM,94,20,,,90.8,90.2
2024-04-15 23:46,HL7540,KAL827,RKSI,ZGSZ,96,13,,,95.6,92.66666667
2024-04-15 23:28,HL7584,KAL441,RKSI,VVNB,92,13,,,91.6,88.66666667
2024-04-15 11:12,HL8276,KAL407,RKSI,YBBN,84,25,,,78.8,83.4
2024-04-15 11:11,HL8212,KAL177,RKSI,VHHH,85,25,,,79.8,81.06666667
2024-04-15 10:59,HL8026,KAL659,RKSI,VTBS,87,18,,,84.6,81.93333333
2024-04-15 10:16,HL8027,KAL487,RKSI,VVPQ,87,26,,,81.4,83.26666667
2024-04-15 10:07,HL8227,KAL743,RKSI,RJGG,85,15,,,83.8,85.06666667
2024-04-15 8:15,HL8003,KAL489,RKSI,VYYY,94,22,,,90,87.6
2024-04-15 7:25,HL8002,KAL187,RKSI,RCTP,91,17,,,89,88.66666667
2024-04-15 4:54,HL8228,KAL951,RKSI,OMDB,87,12,,,87,91.46666667
2024-04-15 2:04,HL7540,KAL457,RKSI,VVDN,100,16,,,98.4,90.73333333
2024-04-15 1:17,HL8227,KAL101,RKSI,ZSNJ,90,20,,,86.8,91.8
2024-04-15 0:54,HL8025,KAL421,RKSI,PGUM,91,14,,,90.2,86.53333333
2024-04-15 0:39,HL7585,KAL819,RKSI,ZGHA,85,18,,,82.6,84.86666667
2024-04-14 23:48,HL7709,KAL827,RKSI,ZGSZ,85,20,,,81.8,83.33333333
2024-04-14 23:31,HL7702,KAL893,RKSI,ZSPD,88,18,,,85.6,84.46666667
2024-04-14 23:27,HL8027,KAL197,RKSI,ZMCK,94,32,,,86,86.8
2024-04-14 23:12,HL8002,KAL831,RKSI,ZYTX,92,20,,,88.8,85.53333333
2024-04-14 11:24,HL8276,KAL407,RKSI,YBBN,91,35,,,81.8,85.6
2024-04-14 10:43,HL7710,KAL659,RKSI,VTBS,91,24,,,86.2,84.53333333
2024-04-14 10:21,HL8003,KAL743,RKSI,RJGG,92,28,,,85.6,84.8
2024-04-14 9:45,HL7524,KAL689,RKSI,VDPP,89,28,,,82.6,86.93333333
2024-04-14 9:41,HL8002,KAL461,RKSI,VVDN,97,23,,,92.6,87.66666667
2024-04-14 9:27,HL8027,KAL667,RKSI,VTCC,97,35,,,87.8,90.93333333
2024-04-14 8:09,HL8025,KAL671,RKSI,WMKK,96,21,,,92.4,89.93333333
2024-04-14 4:36,HL8228,KAL951,RKSI,OMDB,94,23,,,89.6,89.66666667
2024-04-14 4:31,HL8227,KAL497,RKSI,VIDP,93,27,,,87,87.93333333
2024-04-14 3:56,HL8003,KAL869,RKSI,ZYTL,96,34,,,87.2,87
2024-04-14 0:57,HL8026,KAL421,RKSI,PGUM,92,25,,,86.8,88.13333333
2024-04-13 23:45,HL8025,KAL137,RKSI,ZHHH,92,16,,,90.4,86.86666667
2024-04-13 23:20,HL7553,KAL197,RKSI,ZMCK,89,26,,,83.4,83.8
2024-04-13 11:07,HL8276,KAL407,RKSI,YBBN,84,28,,,77.6,82.6
2024-04-13 10:21,HL8026,KAL487,RKSI,VVPQ,90,20,,,86.8,84.66666667
2024-04-13 10:11,HL8003,KAL743,RKSI,RJGG,94,23,,,89.6,89
2024-04-13 7:26,HL8025,KAL671,RKSI,WMKK,93,18,,,90.6,88.93333333
2024-04-13 7:12,HL8027,KAL187,RKSI,RCTP,95,33,,,86.6,87.6
2024-04-13 6:20,HL7585,KAL725,RKSI,RJBB,90,23,,,85.6,84.8
2024-04-13 4:51,HL8276,KAL869,RKSI,ZYTL,91,34,,,82.2,85.6
2024-04-13 4:27,HL8228,KAL951,RKSI,OMDB,93,22,,,89,85.4
2024-04-13 1:11,HL8003,KAL765,RKSI,RJCC,91,27,,,85,86.2
2024-04-13 0:55,HL7554,KAL173,RKSI,VHHH,89,23,,,84.6,87.33333333
2024-04-13 0:54,HL8002,KAL421,RKSI,PGUM,96,21,,,92.4,90.46666667
2024-04-12 23:13,HL7540,KAL171,RKSI,VHHH,94,11,,,94.4,92.06666667
2024-04-12 11:54,HL8003,KAL467,RKSI,VVCR,93,21,,,89.4,89.06666667
2024-04-12 11:13,HL8227,KAL407,RKSI,YBBN,85,16,,,83.4,85.4
2024-04-12 10:32,HL7553,KAL487,RKSI,VVPQ,89,26,,,83.4,83.8
2024-04-12 10:17,HL8027,KAL743,RKSI,RJGG,91,28,,,84.6,83.93333333
2024-04-12 9:51,HL7585,KAL689,RKSI,VDPP,87,20,,,83.8,86.46666667
2024-04-12 7:30,HL8002,KAL671,RKSI,WMKK,95,22,,,91,87.53333333
2024-04-12 6:36,HL8026,KAL725,RKSI,RJBB,93,25,,,87.8,86.53333333
2024-04-12 4:38,HL8276,KAL951,RKSI,OMDB,90,35,,,80.8,84.93333333
2024-04-12 4:20,HL8027,KAL869,RKSI,ZYTL,95,34,,,86.2,85.66666667
2024-04-12 1:08,HL8025,KAL421,RKSI,PGUM,92,17,,,90,86.66666667
2024-04-12 1:01,HL8227,KAL765,RKSI,RJCC,87,20,,,83.8,85.6
2024-04-12 0:55,HL7710,KAL173,RKSI,VHHH,87,22,,,83,85
2024-04-11 23:29,HL8002,KAL893,RKSI,ZSPD,91,19,,,88.2,84.8
2024-04-11 11:51,HL7702,KAL467,RKSI,VVCR,86,19,,,83.2,84.8
2024-04-11 11:21,HL7553,KAL659,RKSI,VTBS,89,27,,,83,84.2
2024-04-11 10:14,HL8027,KAL743,RKSI,RJGG,94,31,,,86.4,87.6
2024-04-11 10:02,HL7720,KAL475,RKSI,VVTS,95,16,,,93.4,87.2
2024-04-11 9:45,HL7585,KAL461,RKSI,VVDN,85,20,,,81.8,88.2
2024-04-11 9:35,HL8025,KAL667,RKSI,VTCC,91,16,,,89.4,87.93333333
2024-04-11 7:32,HL8002,KAL671,RKSI,WMKK,97,23,,,92.6,87.33333333
2024-04-11 5:04,HL8276,KAL951,RKSI,OMDB,88,32,,,80,85.66666667
2024-04-11 4:14,HL8027,KAL869,RKSI,ZYTL,92,31,,,84.4,84.53333333
2024-04-11 1:16,HL8003,KAL703,RKSI,RJAA,94,24,,,89.2,88.4
2024-04-10 23:52,HL8025,KAL137,RKSI,ZHHH,92,13,,,91.6,89.8
2024-04-10 23:30,HL8002,KAL893,RKSI,ZSPD,91,18,,,88.6,87.4
2024-04-10 10:23,HL7524,KAL487,RKSI,VVPQ,86,22,,,82,84.73333333
2024-04-10 10:06,HL8027,KAL743,RKSI,RJGG,90,28,,,83.6,83.66666667
2024-04-10 8:21,HL8026,KAL489,RKSI,VYYY,89,21,,,85.4,85.93333333
2024-04-10 7:43,HL8025,KAL671,RKSI,WMKK,90,15,,,88.8,90.6
2024-04-10 7:30,HL7540,KAL187,RKSI,RCTP,100,18,,,97.6,88.4
2024-04-10 6:33,HL8212,KAL725,RKSI,RJBB,86,30,,,78.8,86.93333333
2024-04-10 4:25,HL8027,KAL869,RKSI,ZYTL,92,31,,,84.4,86.13333333
2024-04-10 1:09,HL7720,KAL765,RKSI,RJCC,96,14,,,95.2,89.86666667
2024-04-10 0:56,HL8002,KAL421,RKSI,PGUM,92,17,,,90,89.4
2024-04-10 0:01,HL7585,KAL819,RKSI,ZGHA,85,17,,,83,86.06666667
2024-04-09 23:53,HL8026,KAL137,RKSI,ZHHH,88,19,,,85.2,85.86666667
2024-04-09 23:46,HL8003,KAL827,RKSI,ZGSZ,93,21,,,89.4,90
2024-04-09 23:33,HL8025,KAL893,RKSI,ZSPD,95,11,,,95.4,92
2024-04-09 23:01,HL8228,KAL831,RKSI,ZYTX,90,9,,,91.2,89.53333333
2024-04-09 11:12,HL7524,KAL659,RKSI,VTBS,86,22,,,82,87.53333333
2024-04-09 10:24,HL8002,KAL487,RKSI,VVPQ,93,21,,,89.4,85.8
2024-04-09 10:10,HL8027,KAL743,RKSI,RJGG,94,32,,,86,86.2
2024-04-09 9:50,HL7554,KAL461,RKSI,VVDN,88,24,,,83.2,86.13333333
2024-04-09 8:11,HL8026,KAL667,RKSI,VTCC,94,24,,,89.2,86.2
2024-04-09 7:25,HL8003,KAL671,RKSI,WMKK,93,29,,,86.2,85.2
2024-04-09 4:37,HL8212,KAL951,RKSI,OMDB,89,34,,,80.2,83.86666667
2024-04-09 4:36,HL8027,KAL869,RKSI,ZYTL,94,34,,,85.2,82.53333333
2024-04-09 1:20,HL7702,KAL703,RKSI,RJAA,85,19,,,82.2,85.06666667
2024-04-09 1:05,HL8025,KAL421,RKSI,PGUM,89,15,,,87.8,85.46666667
2024-04-09 0:54,HL7584,KAL173,RKSI,VHHH,88,16,,,86.4,86.86666667
2024-04-09 0:20,HL7710,KAL827,RKSI,ZGSZ,88,16,,,86.4,85.86666667
2024-04-08 23:39,HL8026,KAL137,RKSI,ZHHH,88,20,,,84.8,87.2
2024-04-08 23:25,HL8003,KAL893,RKSI,ZSPD,94,21,,,90.4,87.53333333
2024-04-08 23:07,HL8002,KAL171,RKSI,VHHH,89,16,,,87.4,85.06666667
2024-04-08 11:15,HL8276,KAL407,RKSI,YBBN,83,26,,,77.4,81.8
2024-04-08 11:04,HL7554,KAL659,RKSI,VTBS,83,18,,,80.6,80.13333333
2024-04-08 10:25,HL8027,KAL743,RKSI,RJGG,88,26,,,82.4,81.26666667
2024-04-08 10:15,HL7524,KAL475,RKSI,VVTS,84,20,,,80.8,83.53333333
2024-04-08 9:36,HL8002,KAL461,RKSI,VVDN,89,16,,,87.4,86.06666667
2024-04-08 9:34,HL8228,KAL667,RKSI,VTCC,90,12,,,90,90.66666667
2024-04-08 8:21,HL8025,KAL489,RKSI,VYYY,95,13,,,94.6,90.8
2024-04-08 7:31,HL8026,KAL671,RKSI,WMKK,91,20,,,87.8,87.93333333
2024-04-08 4:32,HL8212,KAL951,RKSI,OMDB,89,31,,,81.4,84.53333333
2024-04-08 4:22,HL8027,KAL869,RKSI,ZYTL,92,31,,,84.4,85.4
2024-04-08 2:40,HL7701,KAL897,RKSI,ZSPD,94,21,,,90.4,87.13333333
2024-04-08 1:10,HL8228,KAL101,RKSI,ZSNJ,87,13,,,86.6,88.33333333
2024-04-08 0:57,HL8026,KAL723,RKSI,RJBB,92,22,,,88,85.46666667
2024-04-08 0:57,HL7585,KAL173,RKSI,VHHH,85,20,,,81.8,86.53333333
2024-04-08 0:51,HL8003,KAL421,RKSI,PGUM,95,25,,,89.8,86.53333333
2024-04-08 0:06,HL8002,KAL819,RKSI,ZGHA,90,17,,,88,89.26666667
2024-04-07 23:24,HL8025,KAL893,RKSI,ZSPD,90,12,,,90,89.13333333
2024-04-07 23:21,HL8227,KAL197,RKSI,ZMCK,91,16,,,89.4,86.8
2024-04-07 11:15,HL8276,KAL407,RKSI,YBBN,87,27,,,81,83.86666667
2024-04-07 9:55,HL7554,KAL689,RKSI,VDPP,84,19,,,81.2,83.93333333
2024-04-07 9:21,HL8003,KAL667,RKSI,VTCC,94,23,,,89.6,87.33333333
2024-04-07 7:29,HL8025,KAL671,RKSI,WMKK,94,19,,,91.2,87.33333333
2024-04-07 4:32,HL8212,KAL951,RKSI,OMDB,90,34,,,81.2,86.8
2024-04-07 4:05,HL8228,KAL497,RKSI,VIDP,90,17,,,88,85.06666667
2024-04-07 0:55,HL8026,KAL421,RKSI,PGUM,90,22,,,86,89.4
2024-04-06 23:49,HL7720,KAL827,RKSI,ZGSZ,95,14,,,94.2,90.2
2024-04-06 23:45,HL8003,KAL137,RKSI,ZHHH,94,21,,,90.4,92.53333333
2024-04-06 23:34,HL8025,KAL893,RKSI,ZSPD,93,12,,,93,89.93333333
2024-04-06 23:16,HL8002,KAL441,RKSI,VVNB,88,16,,,86.4,86.53333333
2024-04-06 11:40,HL7554,KAL467,RKSI,VVCR,83,19,,,80.2,85.93333333
2024-04-06 10:17,HL7584,KAL487,RKSI,VVPQ,92,14,,,91.2,84.6
2024-04-06 9:50,HL8027,KAL689,RKSI,VDPP,88,26,,,82.4,87.53333333
2024-04-06 8:03,HL8002,KAL667,RKSI,VTCC,91,17,,,89,87.13333333
2024-04-06 7:44,HL8003,KAL671,RKSI,WMKK,94,22,,,90,86.93333333
2024-04-06 1:17,HL8027,KAL703,RKSI,RJAA,87,25,,,81.8,89.2
2024-04-06 1:03,HL8025,KAL421,RKSI,PGUM,95,10,,,95.8,88.93333333
2024-04-05 23:43,HL7710,KAL827,RKSI,ZGSZ,90,14,,,89.2,90.53333333
2024-04-05 23:30,HL8002,KAL893,RKSI,ZSPD,87,13,,,86.6,87.26666667
2024-04-05 23:22,HL8026,KAL441,RKSI,VVNB,88,17,,,86,86.46666667
2024-04-05 11:55,HL7585,KAL467,RKSI,VVCR,88,15,,,86.8,84.4
2024-04-05 11:07,HL8276,KAL407,RKSI,YBBN,86,26,,,80.4,85.8
2024-04-05 10:24,HL8003,KAL743,RKSI,RJGG,93,19,,,90.2,83.93333333
2024-04-05 10:22,HL8027,KAL487,RKSI,VVPQ,86,24,,,81.2,85.33333333
2024-04-05 9:40,HL8026,KAL667,RKSI,VTCC,87,18,,,84.6,84.46666667
2024-04-05 7:26,HL8002,KAL671,RKSI,WMKK,90,18,,,87.6,88.53333333
2024-04-05 7:16,HL7720,KAL187,RKSI,RCTP,95,16,,,93.4,89.2
2024-04-05 4:36,HL8228,KAL951,RKSI,OMDB,87,13,,,86.6,89.86666667
2024-04-05 4:05,HL8003,KAL869,RKSI,ZYTL,94,23,,,89.6,86.93333333
2024-04-05 1:32,HL8027,KAL703,RKSI,RJAA,91,28,,,84.6,88.26666667
2024-04-05 1:07,HL8025,KAL421,RKSI,PGUM,91,13,,,90.6,87.46666667
2024-04-05 0:19,HL7584,KAL811,RKSI,ZLXY,88,14,,,87.2,86.06666667
2024-04-04 23:45,HL7524,KAL827,RKSI,ZGSZ,84,21,,,80.4,85.2
2024-04-04 23:35,HL8002,KAL893,RKSI,ZSPD,90,17,,,88,87.6
2024-04-04 11:47,HL7720,KAL467,RKSI,VVCR,96,16,,,94.4,90.2
2024-04-04 10:09,HL8003,KAL743,RKSI,RJGG,93,24,,,88.2,91.2
2024-04-04 9:24,HL8025,KAL667,RKSI,VTCC,93,17,,,91,88.73333333
2024-04-04 7:25,HL8027,KAL671,RKSI,WMKK,95,32,,,87,88.73333333
2024-04-04 4:46,HL8228,KAL951,RKSI,OMDB,91,19,,,88.2,86.2
2024-04-04 1:18,HL7702,KAL703,RKSI,RJAA,87,21,,,83.4,86.2
2024-04-03 23:15,HL8002,KAL441,RKSI,VVNB,89,17,,,87,85.4
2024-04-03 10:13,HL8027,KAL743,RKSI,RJGG,93,30,,,85.8,86.13333333
2024-04-03 9:30,HL7554,KAL461,RKSI,VVDN,90,23,,,85.6,87.86666667
2024-04-03 8:17,HL8002,KAL489,RKSI,VYYY,97,24,,,92.2,88.93333333
2024-04-03 7:24,HL8025,KAL671,RKSI,WMKK,91,17,,,89,88.13333333
2024-04-03 2:06,HL7553,KAL457,RKSI,VVDN,90,29,,,83.2,85.66666667
2024-04-03 1:12,HL8027,KAL765,RKSI,RJCC,92,30,,,84.8,83.2
2024-04-02 23:54,HL7524,KAL827,RKSI,ZGSZ,86,23,,,81.6,85.2
2024-04-02 23:40,HL8002,KAL137,RKSI,ZHHH,92,19,,,89.2,86.53333333
2024-04-02 23:26,HL8025,KAL893,RKSI,ZSPD,90,15,,,88.8,87.4
2024-04-02 10:17,HL7710,KAL743,RKSI,RJGG,87,19,,,84.2,86.33333333
2024-04-02 8:16,HL8026,KAL667,RKSI,VTCC,90,22,,,86,86.66666667
2024-04-02 7:21,HL8002,KAL671,RKSI,WMKK,93,20,,,89.8,85.26666667
2024-04-02 4:31,HL8212,KAL869,RKSI,ZYTL,88,32,,,80,84.2
2024-04-02 2:01,HL7524,KAL457,RKSI,VVDN,88,25,,,82.8,83.73333333
2024-04-02 1:03,HL8025,KAL421,RKSI,PGUM,90,16,,,88.4,85.2
2024-04-01 23:05,HL7554,KAL845,RKSI,ZSQD,86,16,,,84.4,83.86666667
2024-04-01 11:12,HL8276,KAL407,RKSI,YBBN,84,25,,,78.8,82.26666667
2024-04-01 9:43,HL7553,KAL461,RKSI,VVDN,88,23,,,83.6,81.46666667
2024-04-01 9:39,HL7585,KAL667,RKSI,VTCC,84,17,,,82,84.8
2024-04-01 7:19,HL8025,KAL671,RKSI,WMKK,90,15,,,88.8,85.93333333
2024-04-01 6:14,HL8026,KAL725,RKSI,RJBB,91,22,,,87,87.33333333
2024-04-01 4:58,HL8228,KAL789,RKSI,RJFF,87,14,,,86.2,87.53333333
2024-04-01 2:21,HL8211,KAL897,RKSI,ZSPD,91,16,,,89.4,87.2
2024-04-01 2:12,HL8002,KAL421,RKSI,PGUM,88,17,,,86,88.53333333
2024-04-01 0:21,HL8003,KAL441,RKSI,VVNB,93,19,,,90.2,89.86666667
2024-03-31 23:42,HL8025,KAL893,RKSI,ZSPD,95,10,,,93.4,87.46666667
2024-03-31 22:57,HL8027,KAL845,RKSI,ZSQD,86,24,,,78.8,83.86666667
2024-03-31 11:20,HL8276,KAL407,RKSI,YBBN,87,25,,,79.4,83.73333333
2024-03-31 11:18,HL7720,KAL8659,RKSI,VTBS,95,11,,,93,87.46666667
2024-03-31 10:21,HL8026,KAL743,RKSI,RJGG,94,16,,,90,89.06666667
2024-03-31 9:27,HL8002,KAL667,RKSI,VTCC,89,18,,,84.2,88.2
2024-03-31 6:41,HL8211,KAL497,RKSI,VIDP,94,15,,,90.4,85.73333333
2024-03-31 6:24,HL7710,KAL725,RKSI,RJBB,87,17,,,82.6,85.86666667
2024-03-31 4:43,HL8228,KAL951,RKSI,OMDB,87,12,,,84.6,84.46666667
2024-03-31 4:02,HL8002,KAL869,RKSI,ZYTL,91,18,,,86.2,83.33333333
2024-03-31 0:52,HL8027,KAL421,RKSI,PGUM,86,23,,,79.2,82.46666667
2024-03-30 23:48,HL7709,KAL137,RKSI,ZHHH,84,11,,,82,84.2
2024-03-30 23:27,HL8211,KAL893,RKSI,ZSPD,93,10,,,91.4,89
2024-03-30 23:17,HL8025,KAL441,RKSI,VVNB,94,7,,,93.6,92.46666667
2024-03-30 11:45,HL8025,KAL719,RKSI,RJTT,94,10,,,92.4,91.4
2024-03-30 10:18,HL8228,KAL895,RKSI,ZSPD,89,8,,,88.2,88.6
2024-03-30 10:07,HL8002,KAL743,RKSI,RJGG,88,13,,,85.2,85.26666667
2024-03-30 10:06,HL7554,KAL455,RKSI,VVNB,86,15,,,82.4,83
2024-03-30 9:39,HL7587,KAL461,RKSI,VVDN,83,10,,,81.4,84.66666667
2024-03-30 9:36,HL7540,KAL467,RKSI,VVCR,93,13,,,90.2,86.93333333
2024-03-30 9:10,HL8211,KAL667,RKSI,VTCC,92,13,,,89.2,86.93333333
2024-03-30 7:37,HL8027,KAL633,RKSI,WADD,89,25,,,81.4,84
2024-03-30 7:28,HL8227,KAL187,RKSI,RCTP,85,15,,,81.4,79
2024-03-30 4:48,HL8276,KAL711,RKSI,RJAA,83,28,,,74.2,78.06666667
2024-03-30 4:07,HL8212,KAL951,RKSI,OMDB,87,27,,,78.6,78.4
2024-03-30 4:06,HL8026,KAL869,RKSI,ZYTL,88,20,,,82.4,83.4
2024-03-30 2:09,HL8003,KAL741,RKSI,RJGG,94,18,,,89.2,84.8
2024-03-30 0:18,HL7553,KAL469,RKSI,VVTS,88,19,,,82.8,88.4
2024-03-30 0:01,HL8025,KAL865,RKSI,ZGGG,94,8,,,93.2,88.06666667
2024-03-29 23:51,HL8211,KAL831,RKSI,ZYTX,89,8,,,88.2,87.8
2024-03-29 23:37,HL7709,KAL171,RKSI,VHHH,84,11,,,82,86.73333333
2024-03-29 23:29,HL8227,KAL893,RKSI,ZSPD,92,11,,,90,86.93333333
2024-03-29 12:54,HL7540,KAL659,RKSI,VTBS,90,9,,,88.8,86.46666667
2024-03-29 11:15,HL8276,KAL895,RKSI,ZSPD,87,22,,,80.6,86.13333333
2024-03-29 11:00,HL8026,KAL743,RKSI,RJGG,93,16,,,89,83.4
2024-03-29 10:42,HL8027,KAL705,RKSI,RJAA,87,22,,,80.6,87.8
2024-03-29 9:34,HL7720,KAL467,RKSI,VVCR,95,9,,,93.8,87.86666667
2024-03-29 9:30,HL8227,KAL667,RKSI,VTCC,92,13,,,89.2,90.6
2024-03-29 8:52,HL8003,KAL629,RKSI,WADD,94,19,,,88.8,88.46666667
2024-03-29 6:33,HL7702,KAL725,RKSI,RJBB,91,15,,,87.4,88.4
2024-03-29 5:20,HL8228,KAL955,RKSI,LTFM,91,11,,,89,84.93333333
2024-03-29 4:32,HL8212,KAL951,RKSI,OMDB,86,25,,,78.4,83.33333333
2024-03-29 4:32,HL7553,KAL869,RKSI,ZYTL,89,22,,,82.6,83.26666667
2024-03-29 2:06,HL8003,KAL741,RKSI,RJGG,94,19,,,88.8,87
2024-03-29 0:52,HL8227,KAL811,RKSI,ZLXY,92,12,,,89.6,89.86666667
2024-03-29 0:09,HL7540,KAL845,RKSI,ZSQD,92,8,,,91.2,87.46666667
2024-03-28 23:26,HL7587,KAL171,RKSI,VHHH,82,7,,,81.6,86.86666667
2024-03-28 21:47,HL7586,KAL191P,RKSI,RKSS,91,14,,,87.8,87.46666667
2024-03-28 11:25,HL7720,KAL659,RKSI,VTBS,95,11,,,93,89.6
2024-03-28 8:47,HL8003,KAL629,RKSI,WADD,94,21,,,88,88.86666667
2024-03-28 7:38,HL8002,KAL633,RKSI,WADD,90,17,,,85.6,84.26666667
2024-03-28 7:02,HL7554,KAL487,RKSI,VVPQ,84,18,,,79.2,82.06666667
2024-03-28 6:35,HL8227,KAL725,RKSI,RJBB,85,15,,,81.4,81.33333333
2024-03-28 4:43,HL8212,KAL951,RKSI,OMDB,91,25,,,83.4,81.6
2024-03-28 4:06,HL8027,KAL869,RKSI,ZYTL,88,26,,,80,83.93333333
2024-03-28 1:53,HL8003,KAL741,RKSI,RJGG,94,20,,,88.4,82.86666667
2024-03-28 0:17,HL7524,KAL469,RKSI,VVTS,85,18,,,80.2,84.46666667
2024-03-27 23:49,HL8002,KAL831,RKSI,ZYTX,88,14,,,84.8,81.8
2024-03-27 10:19,HL7554,KAL689,RKSI,VDPP,84,15,,,80.4,81.46666667
2024-03-27 10:11,HL8027,KAL743,RKSI,RJGG,86,23,,,79.2,81.6
2024-03-27 10:03,HL7585,KAL705,RKSI,RJAA,88,13,,,85.2,83.2
2024-03-27 9:52,HL7702,KAL467,RKSI,VVCR,88,13,,,85.2,84.86666667
2024-03-27 9:27,HL8002,KAL667,RKSI,VTCC,87,13,,,84.2,85.93333333
2024-03-27 9:01,HL8003,KAL629,RKSI,WADD,94,20,,,88.4,87.6
2024-03-27 7:57,HL8211,KAL187,RKSI,RCTP,93,13,,,90.2,88.26666667
2024-03-27 7:32,HL7586,KAL487,RKSI,VVPQ,91,18,,,86.2,86.93333333
2024-03-27 6:43,HL7553,KAL725,RKSI,RJBB,90,20,,,84.4,87.53333333
2024-03-27 6:21,HL8025,KAL695,RKSI,VNKT,94,11,,,92,87.13333333
2024-03-27 5:00,HL8227,KAL955,RKSI,LTFM,89,16,,,85,86.2
2024-03-27 1:13,HL7709,KAL765,RKSI,RJCC,84,12,,,81.6,83.73333333
2024-03-27 0:23,HL8002,KAL137,RKSI,ZHHH,87,12,,,84.6,83.26666667
2024-03-26 23:19,HL7554,KAL787,RKSI,RJFF,86,12,,,83.6,84.93333333
2024-03-26 10:10,HL8227,KAL895,RKSI,ZSPD,89,12,,,86.6,86.2
2024-03-26 9:48,HL7540,KAL467,RKSI,VVCR,90,10,,,88.4,86
2024-03-26 7:27,HL8002,KAL633,RKSI,WADD,87,16,,,83,86.93333333
2024-03-26 1:37,HL8003,KAL741,RKSI,RJGG,93,15,,,89.4,85.93333333
2024-03-26 1:08,HL7585,KAL765,RKSI,RJCC,87,10,,,85.4,86.2
2024-03-26 0:14,HL7554,KAL469,RKSI,VVTS,85,9,,,83.8,86.73333333
2024-03-25 11:46,HL7540,KAL659,RKSI,VTBS,93,11,,,91,85.8
2024-03-25 10:36,HL7553,KAL743,RKSI,RJGG,89,22,,,82.6,86.13333333
2024-03-25 9:33,HL7585,KAL467,RKSI,VVCR,88,14,,,84.8,82.26666667
2024-03-25 9:09,HL8027,KAL667,RKSI,VTCC,87,25,,,79.4,83.73333333
2024-03-25 8:49,HL8003,KAL629,RKSI,WADD,93,21,,,87,85.06666667
2024-03-25 7:24,HL8211,KAL187,RKSI,RCTP,92,14,,,88.8,89
2024-03-25 6:28,HL7720,KAL725,RKSI,RJBB,94,13,,,91.2,88.33333333
2024-03-25 5:14,HL8227,KAL955,RKSI,LTFM,89,16,,,85,89.53333333
2024-03-25 4:47,HL8025,KAL695,RKSI,VNKT,94,10,,,92.4,89.33333333
2024-03-25 3:59,HL7540,KAL869,RKSI,ZYTL,93,12,,,90.6,90.33333333
2024-03-25 3:58,HL8228,KAL951,RKSI,OMDB,90,11,,,88,85.26666667
2024-03-25 3:23,HL8212,KAL497,RKSI,VIDP,86,28,,,77.2,81
2024-03-25 2:24,HL7709,KAL457,RKSI,VVDN,83,19,,,77.8,80.26666667
2024-03-25 1:11,HL7584,KAL765,RKSI,RJCC,89,14,,,85.8,83.6
2024-03-25 0:09,HL8003,KAL845,RKSI,ZSQD,94,23,,,87.2,86.13333333
2024-03-24 23:58,HL7586,KAL819,RKSI,ZGHA,91,20,,,85.4,87.46666667
2024-03-24 23:30,HL8211,KAL893,RKSI,ZSPD,93,14,,,89.8,85.46666667
2024-03-24 10:32,HL8227,KAL895,RKSI,ZSPD,86,18,,,81.2,85.13333333
2024-03-24 10:16,HL8228,KAL721,RKSI,RJBB,88,15,,,84.4,87.13333333
2024-03-24 10:14,HL7540,KAL743,RKSI,RJGG,101,19,,,95.8,89.46666667
2024-03-24 10:03,HL7720,KAL461,RKSI,VVDN,93,18,,,88.2,90.2
2024-03-24 8:46,HL8025,KAL629,RKSI,WADD,91,17,,,86.6,87.33333333
2024-03-24 8:23,HL8002,KAL633,RKSI,WADD,94,23,,,87.2,85.13333333
2024-03-24 7:26,HL7553,KAL187,RKSI,RCTP,92,32,,,81.6,83.93333333
2024-03-24 6:48,HL7554,KAL487,RKSI,VVPQ,91,26,,,83,81.26666667
2024-03-24 5:09,HL8276,KAL955,RKSI,LTFM,90,33,,,79.2,81.33333333
2024-03-24 4:40,HL8003,KAL695,RKSI,VNKT,91,29,,,81.8,80.6
2024-03-24 3:56,HL8212,KAL951,RKSI,OMDB,92,34,,,80.8,82.66666667
2024-03-24 3:20,HL8211,KAL497,RKSI,VIDP,91,20,,,85.4,83.13333333
2024-03-24 1:42,HL7584,KAL125,RKSI,ZSAM,88,18,,,83.2,85.06666667
2024-03-24 1:42,HL8002,KAL741,RKSI,RJGG,93,22,,,86.6,84.06666667
